pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,pred_duration_sec,gold_start_sec,gold_end_sec,gold_duration_sec,overlap_sec,gold_coverage,temporal_iou,start_error_sec,end_error_sec,center_error_sec,length_score,start_score,core_hit,tight_hit,final_score,selected_scene_ids,confidence,notes
G021,C8qoM6yN4OU,LPRH42Hc9Ko,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,527.1,552.7,25.600000000000023,292.0,306.0,14.0,0.0,0.0,0.0,235.10000000000002,246.70000000000005,240.9000000000001,0.5468749999999996,0.0,False,False,5.468749999999996,,0.92,vpick_shortform_id=a00e3777-2aaa-4092-ab14-8eba694e05f5; title=코울슬로 쏟고 북극곰 소환함
G021,C8qoM6yN4OU,LPRH42Hc9Ko,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,266.75,296.75,30.0,292.0,306.0,14.0,4.75,0.3392857142857143,0.12101910828025478,25.25,9.25,17.25,0.4666666666666667,0.0,False,False,23.565097057931453,,0.92,vpick_shortform_id=727c6f8d-9d62-4618-bc88-2b8f409d2183; title=손질 중 관통 사고? 소름 돋는 실화
G021,C8qoM6yN4OU,LPRH42Hc9Ko,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,573.6,633.6,60.0,292.0,306.0,14.0,0.0,0.0,0.0,281.6,327.6,304.6,0.23333333333333334,0.0,False,False,2.3333333333333335,,0.9,vpick_shortform_id=215dc189-8828-4adf-a914-d4d894a5c5e2; title=육즙 폭발! 말랑카우급 브리스킷
G021,C8qoM6yN4OU,LPRH42Hc9Ko,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,182.9,212.9,30.0,292.0,306.0,14.0,0.0,0.0,0.0,109.1,93.1,101.1,0.4666666666666667,0.0,False,False,4.666666666666667,,0.88,vpick_shortform_id=6f46a087-6135-4730-b6ec-f2bb2e707e1b; title=텍사스 100도 오븐? 리얼 바베큐
G021,C8qoM6yN4OU,LPRH42Hc9Ko,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,37.7,80.0,42.3,292.0,306.0,14.0,0.0,0.0,0.0,254.3,226.0,240.15,0.33096926713947994,0.0,False,False,3.3096926713948,,0.88,vpick_shortform_id=67602483-b4ad-4c30-9d52-328dbc7cda79; title=장성규 BTS급 선언?
G016,D-xlw07rGEM,ub9-c5PlBIY,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,157.55,187.55,30.0,1329.0,1398.0,69.0,0.0,0.0,0.0,1171.45,1210.45,1190.95,0.43478260869565216,0.0,False,False,4.3478260869565215,,0.92,vpick_shortform_id=7e8cf286-98b8-4f4b-811f-776d681536f8; title=단대 호수 수달 출몰? 대학원생의 일침
G016,D-xlw07rGEM,ub9-c5PlBIY,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,1196.3,1210.4,14.100000000000136,1329.0,1398.0,69.0,0.0,0.0,0.0,132.70000000000005,187.5999999999999,160.1500000000001,0.2043478260869585,0.0,False,False,2.0434782608695854,,0.88,vpick_shortform_id=cc6d3e74-7243-4064-be37-15b8482d239b; title=AI로 10분 만에 과제 끝내기
G016,D-xlw07rGEM,ub9-c5PlBIY,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,1090.35,1120.35,30.0,1329.0,1398.0,69.0,0.0,0.0,0.0,238.6500000000001,277.6500000000001,258.1500000000001,0.43478260869565216,0.0,False,False,4.3478260869565215,,0.88,"vpick_shortform_id=144a4158-0e8e-42de-951e-4bd41203eee0; title=3일 밤샌 과제, 10분 만에 끝?"
G016,D-xlw07rGEM,ub9-c5PlBIY,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,857.3,917.3,60.0,1329.0,1398.0,69.0,0.0,0.0,0.0,471.70000000000005,480.70000000000005,476.20000000000005,0.8695652173913043,0.0,False,False,8.695652173913043,,0.88,vpick_shortform_id=cbd5b04a-81ef-46ea-a1dc-5afa90fcf2e5; title=문창과가말하는자소서필승전략
G016,D-xlw07rGEM,ub9-c5PlBIY,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,235.6,280.6,45.00000000000003,1329.0,1398.0,69.0,0.0,0.0,0.0,1093.4,1117.4,1105.4,0.6521739130434787,0.0,False,False,6.521739130434788,,0.88,vpick_shortform_id=a01cb60e-351d-4afa-a44a-1e0fca6c1a2b; title=체대생 선입견? 웃음폭발 캠퍼스 인터뷰
G027,K3jHdrfM6l4,e1D9hyrtyek,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,724.8,754.8,30.0,204.0,271.0,67.0,0.0,0.0,0.0,520.8,483.79999999999995,502.29999999999995,0.44776119402985076,0.0,False,False,4.477611940298508,,0.9,vpick_shortform_id=6071bfd8-c27d-4fa5-b308-33dc9e1cace5; title=슈화의 심쿵 화보 포즈 과외
G027,K3jHdrfM6l4,e1D9hyrtyek,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,479.2,509.2,30.0,204.0,271.0,67.0,0.0,0.0,0.0,275.2,238.2,256.7,0.44776119402985076,0.0,False,False,4.477611940298508,,0.88,vpick_shortform_id=0b9fc282-ae2c-478c-8bba-007de69264b1; title=인생은 계획대로 안 됩니다
G027,K3jHdrfM6l4,e1D9hyrtyek,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,1.7,31.7,30.0,204.0,271.0,67.0,0.0,0.0,0.0,202.3,239.3,220.8,0.44776119402985076,0.0,False,False,4.477611940298508,,0.88,vpick_shortform_id=b6ebe26b-d154-452a-87fc-b3caf6fac07f; title=사진관 알바? 증명사진 찍으러 왔다 반전!
G027,K3jHdrfM6l4,e1D9hyrtyek,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,347.65,392.65,45.0,204.0,271.0,67.0,0.0,0.0,0.0,143.64999999999998,121.64999999999998,132.64999999999998,0.6716417910447762,0.0,False,False,6.716417910447762,,0.88,vpick_shortform_id=0ac7245d-0ca6-433a-ad61-7547418cea82; title=청량에서 섹시까지? 남사친 표정 연기
G027,K3jHdrfM6l4,e1D9hyrtyek,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,815.5,875.5,60.0,204.0,271.0,67.0,0.0,0.0,0.0,611.5,604.5,608.0,0.8955223880597015,0.0,False,False,8.955223880597016,,0.8166666666666668,vpick_shortform_id=2709b1e9-3978-46f0-9143-34d3cdeeba7f; title=알바비 정산의 현실 리액션
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,381.25,411.25,30.0,166.0,234.0,68.0,0.0,0.0,0.0,215.25,177.25,196.25,0.4411764705882353,0.0,False,False,4.411764705882353,,0.88,vpick_shortform_id=26281804-0a5d-4bdf-a5de-326357b4c875; title=팬 선물을 과학적으로 분석하면?
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,0.0,25.5,25.5,166.0,234.0,68.0,0.0,0.0,0.0,166.0,208.5,187.25,0.375,0.0,False,False,3.7500000000000004,,0.88,vpick_shortform_id=1e93c40c-547f-4266-ae49-c90b88d996b4; title=빨간 펜 이름 쓰면 진짜 죽을까?
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,416.0,474.2,58.19999999999999,166.0,234.0,68.0,0.0,0.0,0.0,250.0,240.2,245.10000000000002,0.8558823529411763,0.0,False,False,8.558823529411763,,0.88,vpick_shortform_id=59c1fcc1-e348-4bc8-aafa-0528963460f4; title=전자파 차단? 궤도의 과학 팩폭
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,223.45,253.45,30.0,166.0,234.0,68.0,10.550000000000011,0.15514705882352958,0.12064036592338494,57.44999999999999,19.44999999999999,38.44999999999999,0.4411764705882353,0.0,False,False,15.012593330642732,,0.88,vpick_shortform_id=7df81b53-f24f-404b-996f-62cdf4cd77be; title=빨간 펜이 불길한 진짜 이유
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,314.0,359.0,45.0,166.0,234.0,68.0,0.0,0.0,0.0,148.0,125.0,136.5,0.6617647058823529,0.0,False,False,6.61764705882353,,0.85,vpick_shortform_id=fdc0bd9c-c186-4001-b535-be2694a63fc3; title=율무와 고사리의 진실? 정력 논란의 결말
G020,KHzVHQipZCg,5HZFbXpM8wM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,6,258.2,288.2,30.0,166.0,234.0,68.0,0.0,0.0,0.0,92.19999999999999,54.19999999999999,73.19999999999999,0.4411764705882353,0.0,False,False,4.411764705882353,,0.8,vpick_shortform_id=536a543c-8be3-4f99-8a6c-6d9b6df8b0dc; title=율무 먹으면 정력 감퇴? 팩트체크
G014,NU5X-txt9uU,2oG9HS1szAU,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1370.0,1391.2,21.200000000000045,96.0,152.0,56.0,0.0,0.0,0.0,1274.0,1239.2,1256.6,0.3785714285714294,0.0,False,False,3.7857142857142945,,0.92,vpick_shortform_id=c0169572-4324-4c20-b05f-4f63e1c873ba; title=진짜 군대 훈련? 비명 터지는 극한 포복
G014,NU5X-txt9uU,2oG9HS1szAU,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,997.2,1042.2,45.0,96.0,152.0,56.0,0.0,0.0,0.0,901.2,890.2,895.7,0.8035714285714286,0.0,False,False,8.035714285714286,,0.92,vpick_shortform_id=c05244f6-98f3-4e49-887a-2ebaaa667c7b; title=겉바속촉 갈치튀김 비결
G014,NU5X-txt9uU,2oG9HS1szAU,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,486.5,514.201,27.701000000000022,96.0,152.0,56.0,0.0,0.0,0.0,390.5,362.201,376.3505,0.4946607142857147,0.0,False,False,4.946607142857147,,0.88,vpick_shortform_id=342fab21-2043-4e95-a7c6-8bba1473d4ab; title=비투비 전과자의 마늘 패대기 기술
G014,NU5X-txt9uU,2oG9HS1szAU,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,399.8,429.8,30.0,96.0,152.0,56.0,0.0,0.0,0.0,303.8,277.8,290.8,0.5357142857142857,0.0,False,False,5.357142857142858,,0.88,vpick_shortform_id=30015582-dfe8-427d-8446-65cff5d2fe42; title=중식 고수가 말하는 어향의 뜻
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,33.8,83.3,49.5,196.0,236.0,40.0,0.0,0.0,0.0,162.2,152.7,157.45,0.8080808080808081,0.0,False,False,8.080808080808081,,0.9,vpick_shortform_id=92366264-4e73-4904-b639-a231816cb476; title=군대 집합 레전드 상황
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,196.601,256.601,60.0,196.0,236.0,40.0,39.399,0.984975,0.6501377865051732,0.6009999999999991,20.601,10.600999999999999,0.6666666666666666,0.9399000000000001,True,True,84.59317526182187,,0.8933333333333334,vpick_shortform_id=fcf6dc59-87c1-4dd6-85d6-bb19e75198fb; title=군대 이등병 꺾이면 생기는 일
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,0.0,51.9,51.9,196.0,236.0,40.0,0.0,0.0,0.0,196.0,184.1,190.05,0.7707129094412332,0.0,False,False,7.707129094412332,,0.89,vpick_shortform_id=f4987653-f9f3-4fd8-95dd-e277c303695b; title=샴푸 거품 충성? 레전드 내무반
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,371.3,431.3,60.0,196.0,236.0,40.0,0.0,0.0,0.0,175.3,195.3,185.3,0.6666666666666666,0.0,False,False,6.666666666666667,,0.88,vpick_shortform_id=d15370fa-942d-40ce-889a-4a3075d1e938; title=선임들 다 나가라는 일병
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,326.6,386.6,60.0,196.0,236.0,40.0,0.0,0.0,0.0,130.60000000000002,150.60000000000002,140.60000000000002,0.6666666666666666,0.0,False,False,6.666666666666667,,0.88,vpick_shortform_id=77dfeed2-5e09-4b3e-8d19-b608f4a8a66e; title=군대식 압박 면접 누가 제일 잘생겼냐?
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,6,289.2,349.2,60.0,196.0,236.0,40.0,0.0,0.0,0.0,93.19999999999999,113.19999999999999,103.19999999999999,0.6666666666666666,0.0,False,False,6.666666666666667,,0.88,vpick_shortform_id=8517cc5a-00ae-416b-854a-ba380c3cb249; title=군대 PX 갈굼 레전드 답변
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,7,159.6,210.3,50.70000000000002,196.0,236.0,40.0,14.300000000000011,0.35750000000000026,0.18717277486911008,36.400000000000006,25.69999999999999,31.05000000000001,0.788954635108481,0.0,False,False,29.592229597158127,,0.8733333333333334,vpick_shortform_id=1e83237b-0db7-45d5-ad1b-cec4ed93a4f8; title=이등병 꺾이면 벌어지는 일
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,8,257.7,317.7,60.0,196.0,236.0,40.0,0.0,0.0,0.0,61.69999999999999,81.69999999999999,71.69999999999999,0.6666666666666666,0.0,False,False,6.666666666666667,,0.865,vpick_shortform_id=e55aa413-18d1-4afc-8b0b-07ddb00594b5; title=군대 기강 잡기? 후임의 반전 대답
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,9,104.5,159.6,55.099999999999994,196.0,236.0,40.0,0.0,0.0,0.0,91.5,76.4,83.94999999999999,0.7259528130671508,0.0,False,False,7.259528130671508,,0.865,vpick_shortform_id=a4e1368a-6583-4f9e-a07e-db21d252eea2; title=군대에서 선임한테 찍히는 법
G001,PbUlNGCqBVw,OnfYDOBjYfM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,10,422.9,482.9,60.0,196.0,236.0,40.0,0.0,0.0,0.0,226.89999999999998,246.89999999999998,236.89999999999998,0.6666666666666666,0.0,False,False,6.666666666666667,,0.8625,vpick_shortform_id=4f4f6a86-e167-496f-ab04-625a580eeb47; title=선임 기강 잡는 역대급 하극상
G005,cJiYXnMtYl0,1IDEwu4Jvxw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,144.5,174.2,29.69999999999999,222.0,270.0,48.0,0.0,0.0,0.0,77.5,95.80000000000001,86.65,0.6187499999999998,0.0,False,False,6.187499999999998,,0.92,vpick_shortform_id=10fc8240-6dfc-4f62-8316-b9b3478d2ef2; title=군대 점호 중 터진 대형 사고
G005,cJiYXnMtYl0,1IDEwu4Jvxw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,333.9,354.3,20.400000000000034,222.0,270.0,48.0,0.0,0.0,0.0,111.89999999999998,84.30000000000001,98.10000000000002,0.4250000000000007,0.0,False,False,4.250000000000007,,0.88,vpick_shortform_id=7968eb51-19fb-498f-9a15-34a2fc723373; title=공군인데 육군 복무신조?
G005,cJiYXnMtYl0,1IDEwu4Jvxw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,0.0,45.0,45.0,222.0,270.0,48.0,0.0,0.0,0.0,222.0,225.0,223.5,0.9375,0.0,False,False,9.375,,0.8166666666666668,vpick_shortform_id=3c18a063-a0f8-47b2-b70c-22f7c3a3886a; title=신병의 레전드 암구호 실수
G005,cJiYXnMtYl0,1IDEwu4Jvxw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,29.9,74.9,45.00000000000001,222.0,270.0,48.0,0.0,0.0,0.0,192.1,195.1,193.6,0.9375000000000001,0.0,False,False,9.375000000000002,,0.8066666666666666,vpick_shortform_id=f40da44f-10a8-459c-8973-6d21dbd04c31; title=현실고증 200% 군대 생활관
G009,gyMxiDXARbI,8QmzdjiuBPo,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,152.4,182.4,30.0,1970.0,2030.0,60.0,0.0,0.0,0.0,1817.6,1847.6,1832.6,0.5,0.0,False,False,5.0,,0.95,vpick_shortform_id=c304ef5a-9942-485c-81ee-a782348a7e1c; title=피식쇼 첫 여돌 출연! 멤버들 찐텐션 폭발
G009,gyMxiDXARbI,8QmzdjiuBPo,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,1067.05,1112.05,45.0,1970.0,2030.0,60.0,0.0,0.0,0.0,902.95,917.95,910.45,0.75,0.0,False,False,7.500000000000001,,0.9,vpick_shortform_id=ef475dae-41ec-4b30-938d-0b4d387201df; title=아이돌식 명란 입술 셀카 비법
G009,gyMxiDXARbI,8QmzdjiuBPo,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,1862.4,1922.4,60.0,1970.0,2030.0,60.0,0.0,0.0,0.0,107.59999999999991,107.59999999999991,107.59999999999991,1.0,0.0,False,False,10.0,,0.885,vpick_shortform_id=fa3fc7d8-978e-4517-8e99-9e8f40ab797d; title=허윤진 표정 비결? 무대 눈빛 전수!
G009,gyMxiDXARbI,8QmzdjiuBPo,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,213.1,243.1,30.0,1970.0,2030.0,60.0,0.0,0.0,0.0,1756.9,1786.9,1771.9,0.5,0.0,False,False,5.0,,0.88,vpick_shortform_id=dbddd010-5f7e-41fb-8ed3-72404db297b6; title=르세라핌 피식쇼 등판!
G009,gyMxiDXARbI,8QmzdjiuBPo,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,55.2,85.2,30.0,1970.0,2030.0,60.0,0.0,0.0,0.0,1914.8,1944.8,1929.8,0.5,0.0,False,False,5.0,,0.88,vpick_shortform_id=d5f6b1a0-bd44-4c9c-803b-f17ef7e088b3; title=보테가 앰버서더 거절한 이유? (황당)
G004,iEr0A1pBMKA,8RHTeRZyAms,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,258.4,277.3,18.900000000000034,287.0,343.0,56.0,0.0,0.0,0.0,28.600000000000023,65.69999999999999,47.14999999999998,0.33750000000000063,0.0,False,False,3.3750000000000067,,0.92,vpick_shortform_id=dfe9a1ff-2c70-449a-8bc9-983ec883ab88; title=엽떡 vs 허니콤보 배달 레이스
G004,iEr0A1pBMKA,8RHTeRZyAms,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,136.9,166.9,30.0,287.0,343.0,56.0,0.0,0.0,0.0,150.1,176.1,163.1,0.5357142857142857,0.0,False,False,5.357142857142858,,0.92,vpick_shortform_id=b3c13bbb-aed8-40df-8dc1-2fea58119da2; title=배달 메뉴 정하는 여자들 특
G004,iEr0A1pBMKA,8RHTeRZyAms,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,104.05,134.05,30.000000000000014,287.0,343.0,56.0,0.0,0.0,0.0,182.95,208.95,195.95,0.5357142857142859,0.0,False,False,5.357142857142859,,0.92,vpick_shortform_id=e737a28d-f0cc-4a54-9ab0-14b3087794aa; title=두바이 초콜릿 실물 영접 반응
G004,iEr0A1pBMKA,8RHTeRZyAms,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,325.8,381.3,55.5,287.0,343.0,56.0,17.19999999999999,0.30714285714285694,0.18239660657476126,38.80000000000001,38.30000000000001,38.55000000000001,0.9910714285714286,0.0,False,False,29.204041054385687,,0.885,vpick_shortform_id=fcc058e3-5c2b-4143-b2e9-02747b468158; title=미친 텐션! 여자들의 배달 음식 파티
G004,iEr0A1pBMKA,8RHTeRZyAms,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,10.2,55.2,45.0,287.0,343.0,56.0,0.0,0.0,0.0,276.8,287.8,282.3,0.8035714285714286,0.0,False,False,8.035714285714286,,0.88,vpick_shortform_id=0b5416e5-c0ce-47de-b527-23a90bb19df8; title=배달비 4만원? 엽떡 주문 국룰
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,135.6,176.5,40.900000000000006,129.0,153.0,24.0,17.400000000000006,0.7250000000000002,0.3663157894736843,6.599999999999994,23.5,15.050000000000011,0.5867970660146699,0.3400000000000005,True,True,54.58244434435725,,0.7849999999999999,vpick_shortform_id=0f79fa28-511c-416f-80f9-7b6c95e7f4cf; title=직원 할인 vs 쿠폰 빌런
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,135.6,176.5,40.900000000000006,129.0,153.0,24.0,17.400000000000006,0.7250000000000002,0.3663157894736843,6.599999999999994,23.5,15.050000000000011,0.5867970660146699,0.3400000000000005,True,True,54.58244434435725,,0.7849999999999999,vpick_shortform_id=581f6866-c017-43b3-89e8-e0666cf52e1c; title=알바할 때 킹받는 순간들
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,60.4,90.4,30.000000000000007,129.0,153.0,24.0,0.0,0.0,0.0,68.6,62.599999999999994,65.6,0.7999999999999998,0.0,False,False,7.999999999999999,,0.78,vpick_shortform_id=f456b292-fa16-4ff5-b3ee-29dbf6146182; title=신발 신어보랬더니 축구 고백?
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,60.4,90.4,30.000000000000007,129.0,153.0,24.0,0.0,0.0,0.0,68.6,62.599999999999994,65.6,0.7999999999999998,0.0,False,False,7.999999999999999,,0.78,vpick_shortform_id=7732795f-9020-4994-9b4f-3aede3170dc4; title=축구하고 신발가게 가면 생기는 일
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,93.7,153.4,59.7,129.0,153.0,24.0,24.0,1.0,0.40201005025125625,35.3,0.4000000000000057,17.44999999999999,0.40201005025125625,0.0,True,True,61.08040201005025,,0.7266666666666667,vpick_shortform_id=ca95c329-3969-4d27-b981-c32cc2dc0a09; title=신발 매장 직원의 찐텐 일상
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,6,93.7,153.4,59.7,129.0,153.0,24.0,24.0,1.0,0.40201005025125625,35.3,0.4000000000000057,17.44999999999999,0.40201005025125625,0.0,True,True,61.08040201005025,,0.7266666666666667,vpick_shortform_id=065b406f-215b-4ca3-b4b4-0acd538b51f2; title=신발 매장 직원의 현실 고충
G002,lPl8-Fo4nr8,gQ-nHlRHDaE,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,7,3.4,33.4,30.0,129.0,153.0,24.0,0.0,0.0,0.0,125.6,119.6,122.6,0.8,0.0,False,False,8.000000000000002,,0.7,vpick_shortform_id=c2b21a07-a189-441c-899e-374cf8b1934d; title=신발 매장 직원의 광기 어린 텐션
