pair_id,channel_name,short_video_id,long_video_id,short_duration_sec,long_duration_sec,long_title,short_languages,long_languages,chosen_language,language_choice_reason,short_cue_count,long_cue_count,alignment_status,coverage,mean_match_score,predicted_start,predicted_end,predicted_start_time,predicted_end_time,source_span,segment_count,backward_jumps,span_verdict,span_ratio,accept,needs_gemini
MMID011,안원잘부,qzhjmlxNl8s,5spDxl-yzUQ,29,1099,양키의 하루 배워보기 | 캐릭터 외전,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,8,392,continuous,1.0,90.43,209.602,241.04,03:29.602,04:01.040,31.438,1,0,plausible,1.084,1,0
MMID012,안원잘부,4ciHuGLi_1I,Yy58f1A6F-c,27,1692,미나미의 뿌리를 찾아서 | 최종화,,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",,no_shared_language,,,no_shared_language,,,,,,,,,,,,,1
MMID013,안원잘부,QQmGNdNgs8w,NS7tSrMrWsc,36,1922,하루종일 사투리만 써봤습니다,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,19,921,continuous,1.0,95.15,1506.64,1543.32,25:06.640,25:43.320,36.68,1,0,plausible,1.019,1,0
MMID014,워크맨,ATdkbhtEkrk,xF72kpVbh0M,37,1005,첫만남부터 울려서 죄송합니다  -제작진-  | 워크돌 | 깜놀카메라,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,16,364,continuous,1.0,90.0,305.32,343.72,05:05.320,05:43.720,38.4,1,0,plausible,1.038,1,0
MMID015,워크맨,PI33dfFDQew,eoa18_DDNPc,35,1077,"혼성그룹 멤버 둘이서 손님 50팀 받은 썰 푼다 ㅣ푸라닭 딥블랙 치킨 알바ㅣ워크돌ㅣ올데이 프로젝트 우찬, 영서","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,15,530,continuous,1.0,94.8,426.599,469.599,07:06.599,07:49.599,43.0,1,0,plausible,1.229,1,0
MMID016,워크맨,ekTzKD7xAhk,sH_0dfHqsOI,54,1094,남고에 여신 강림✨천국은 누가 지키냐…?  | 교생 실습 | 강한나 | 워크맨2,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,12,414,light_edit,1.0,90.31,911.32,965.44,15:11.320,16:05.440,54.12,2,0,plausible,1.002,1,0
MMID017,워크맨,LoCC5GN5568,uNOb_g9KNrA,35,1194,[SUB] 20분 후에 로비로 모일게요~ 맛집부터 인생샷까지 진심을 다해 모시겠습니다 🙇‍♂️ | 여행가이드 | 해외 알바 홍콩 | 워크맨2,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh,zh-Hans,zh-Hant,zu",ko-orig,preference_order,16,448,continuous,1.0,90.78,117.119,161.28,01:57.119,02:41.280,44.161,1,0,plausible,1.262,1,0
MMID018,워크맨,NCm5UCee1x8,x2B5WFLHgtI,31,1513,이삭토스트 비법 소스 레시피 털었습니다ㅣ워크돌ㅣ이삭토스트ㅣ엔믹스 해원,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,11,518,continuous,1.0,89.3,194.12,229.319,03:14.120,03:49.319,35.199,1,0,plausible,1.135,1,0
MMID019,워크맨,-KwnmGBZz-g,DMjJARw9Ap8,22,1384,여긴 누구? 나는 어디..?ㅣ단순노동 엄태구·제이미·김땅콩,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,9,490,continuous,1.0,93.7,347.0,372.199,05:47.000,06:12.199,25.199,1,0,plausible,1.145,1,0
MMID020,피식대학,XkIZ5XuyOwI,gHox6hv3H2I,30,809,경상도 호소인 따위는 모르는 찐 현지인들만 가는 코스 [부산3],"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,10,256,heavy_edit,0.9907,83.77,562.04,721.839,09:22.040,12:01.839,159.799,2,0,span_implausible,5.327,0,1
MMID021,피식대학,hwq5o0_jtLU,EkCY92AlzqU,49,1847,[한글자막] 아콰피나에게 담배피나 묻다,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,en-orig,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,en-RTVD7I65Ooc,en-orig,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko,preference_order,12,447,light_edit,0.8067,71.46,1429.72,1498.84,23:49.720,24:58.840,69.12,2,0,plausible,1.411,1,0
MMID022,안원잘부,jesKrPOh9aE,heifaIjlSUc,60,1434,갸루의 자세에 대해서 배워보았습니다,"aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu","aa,ab,af,ak,am,ar,as,ay,az,ba,be,bg,bho,bn,bo,br,bs,ca,ceb,co,crs,cs,cy,da,de,dv,dz,ee,el,en,eo,es,et,eu,fa,fi,fil,fj,fo,fr,fy,ga,gaa,gd,gl,gn,gu,gv,ha,haw,hi,hmn,hr,ht,hu,hy,id,ig,is,it,iu,iw,ja,jv,ka,kha,kk,kl,km,kn,ko,ko-orig,kri,ku,ky,la,lb,lg,ln,lo,lt,lua,luo,lv,mfe,mg,mi,mk,ml,mn,mr,ms,mt,my,ne,new,nl,no,nso,ny,oc,om,or,os,pa,pam,pl,ps,pt,pt-PT,qu,rn,ro,ru,rw,sa,sd,sg,si,sk,sl,sm,sn,so,sq,sr,ss,st,su,sv,sw,ta,te,tg,th,ti,tk,tn,to,tr,ts,tt,tum,ug,uk,ur,uz,ve,vi,war,wo,xh,yi,yo,zh-Hans,zh-Hant,zu",ko-orig,preference_order,17,548,heavy_edit,1.0,86.56,169.879,1295.64,02:49.879,21:35.640,1125.761,5,0,span_implausible,18.763,0,1
