pair_id,long_video_id,short_video_id,run_id,selector_type,prompt_id,model_name,rank,pred_start_sec,pred_end_sec,pred_duration_sec,gold_start_sec,gold_end_sec,gold_duration_sec,overlap_sec,gold_coverage,temporal_iou,start_error_sec,end_error_sec,center_error_sec,length_score,start_score,core_hit,tight_hit,final_score,selected_scene_ids,confidence,notes
P005,NS7tSrMrWsc,QEpr_lLWw-0,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,289.9,309.6,19.700000000000045,1271.0,1329.0,58.0,0.0,0.0,0.0,981.1,1019.4,1000.25,0.3396551724137939,0.0,False,False,3.396551724137939,,0.88,vpick_shortform_id=74b3293a-1854-4c12-b096-a991efde5f30; title=서울말 쓰면 끝! 사투리 대결
P006,NS7tSrMrWsc,JFpNSb2pqLQ,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,2,289.9,309.6,19.700000000000045,1202.0,1257.0,55.0,0.0,0.0,0.0,912.1,947.4,929.75,0.358181818181819,0.0,False,False,3.58181818181819,,0.88,vpick_shortform_id=74b3293a-1854-4c12-b096-a991efde5f30; title=서울말 쓰면 끝! 사투리 대결
P001,NS7tSrMrWsc,c8vCVztYVg8,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,1339.0,1356.0,17.0,0.0,0.0,0.0,441.70000000000005,403.4,422.54999999999995,0.30741410488245896,0.0,False,False,3.0741410488245897,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P002,NS7tSrMrWsc,M-UsuPm7zcM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,477.0,501.0,24.0,0.0,0.0,0.0,420.29999999999995,451.6,435.95000000000005,0.43399638336347146,0.0,False,False,4.339963833634715,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P003,NS7tSrMrWsc,Fxc1_HkGlBw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,581.0,614.0,33.0,0.0,0.0,0.0,316.29999999999995,338.6,327.45000000000005,0.5967450271247732,0.0,False,False,5.967450271247731,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P004,NS7tSrMrWsc,QQmGNdNgs8w,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,1500.0,1541.0,41.0,0.0,0.0,0.0,602.7,588.4,595.55,0.7414104882459304,0.0,False,False,7.414104882459303,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P005,NS7tSrMrWsc,QEpr_lLWw-0,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,1271.0,1329.0,58.0,0.0,0.0,0.0,373.70000000000005,376.4,375.04999999999995,0.9534482758620701,0.0,False,False,9.534482758620703,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P006,NS7tSrMrWsc,JFpNSb2pqLQ,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,3,897.3,952.6,55.30000000000007,1202.0,1257.0,55.0,0.0,0.0,0.0,304.70000000000005,304.4,304.54999999999995,0.9945750452079554,0.0,False,False,9.945750452079555,,0.88,vpick_shortform_id=10f370e2-7622-4937-b0ed-58e4ae7d332d; title=무뚝뚝한 언니들의 반전 애교
P001,NS7tSrMrWsc,c8vCVztYVg8,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,1339.0,1356.0,17.0,0.0,0.0,0.0,894.45,866.45,880.45,0.37777777777777777,0.0,False,False,3.7777777777777777,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P002,NS7tSrMrWsc,M-UsuPm7zcM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,477.0,501.0,24.0,12.550000000000011,0.5229166666666671,0.22232063773250688,32.44999999999999,11.449999999999989,21.94999999999999,0.5333333333333333,0.0,False,False,35.53420246530856,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P003,NS7tSrMrWsc,Fxc1_HkGlBw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,581.0,614.0,33.0,0.0,0.0,0.0,136.45,124.44999999999999,130.45,0.7333333333333333,0.0,False,False,7.333333333333333,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P004,NS7tSrMrWsc,QQmGNdNgs8w,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,1500.0,1541.0,41.0,0.0,0.0,0.0,1055.45,1051.45,1053.45,0.9111111111111111,0.0,False,False,9.11111111111111,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P005,NS7tSrMrWsc,QEpr_lLWw-0,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,1271.0,1329.0,58.0,0.0,0.0,0.0,826.45,839.45,832.95,0.7758620689655172,0.0,False,False,7.758620689655173,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P006,NS7tSrMrWsc,JFpNSb2pqLQ,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,4,444.55,489.55,45.0,1202.0,1257.0,55.0,0.0,0.0,0.0,757.45,767.45,762.45,0.8181818181818182,0.0,False,False,8.181818181818183,,0.88,vpick_shortform_id=dc6ca743-736c-415c-8937-1f504169359a; title=사투리 때문에 못 시키는 음료
P001,NS7tSrMrWsc,c8vCVztYVg8,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,1339.0,1356.0,17.0,0.0,0.0,0.0,956.65,943.65,950.15,0.5666666666666667,0.0,False,False,5.666666666666667,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P002,NS7tSrMrWsc,M-UsuPm7zcM,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,477.0,501.0,24.0,0.0,0.0,0.0,94.64999999999998,88.64999999999998,91.64999999999998,0.8,0.0,False,False,8.000000000000002,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P003,NS7tSrMrWsc,Fxc1_HkGlBw,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,581.0,614.0,33.0,0.0,0.0,0.0,198.64999999999998,201.64999999999998,200.14999999999998,0.9090909090909091,0.0,False,False,9.090909090909092,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P004,NS7tSrMrWsc,QQmGNdNgs8w,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,1500.0,1541.0,41.0,0.0,0.0,0.0,1117.65,1128.65,1123.15,0.7317073170731707,0.0,False,False,7.317073170731707,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P005,NS7tSrMrWsc,QEpr_lLWw-0,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,1271.0,1329.0,58.0,0.0,0.0,0.0,888.65,916.65,902.65,0.5172413793103449,0.0,False,False,5.172413793103449,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P006,NS7tSrMrWsc,JFpNSb2pqLQ,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,5,382.35,412.35,30.0,1202.0,1257.0,55.0,0.0,0.0,0.0,819.65,844.65,832.15,0.5454545454545454,0.0,False,False,5.454545454545454,,0.88,vpick_shortform_id=76ddd816-af8b-4d67-8e5b-a5e366ea2a69; title=서울 vs 경상도 카페 발음 차이
P010,OrCOflk2QmQ,Djc2pShwxpI,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1207.05,1237.05,30.0,849.0,894.0,45.0,0.0,0.0,0.0,358.04999999999995,343.04999999999995,350.54999999999995,0.6666666666666666,0.0,False,False,6.666666666666667,,0.92,vpick_shortform_id=f40f88d2-78cc-48d1-9a0e-a2a552641901; title=이모님이 공짜로 통닭 주는 이유
P011,OrCOflk2QmQ,jcjUlRUDya4,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1207.05,1237.05,30.0,1447.0,1496.0,49.0,0.0,0.0,0.0,239.95000000000005,258.95000000000005,249.45000000000005,0.6122448979591837,0.0,False,False,6.122448979591837,,0.92,vpick_shortform_id=f40f88d2-78cc-48d1-9a0e-a2a552641901; title=이모님이 공짜로 통닭 주는 이유
P007,heifaIjlSUc,lIqwLsFw3LQ,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1023.9,1079.4,55.500000000000114,619.0,664.0,45.0,0.0,0.0,0.0,404.9,415.4000000000001,410.1500000000001,0.8108108108108092,0.0,False,False,8.108108108108091,,0.925,vpick_shortform_id=ae1eee81-e42e-48c2-9c9d-e9f423867ca4; title=가루스타일 비지보이 챌린지
P008,heifaIjlSUc,9lZ49H7koy8,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1023.9,1079.4,55.500000000000114,355.0,397.0,42.0,0.0,0.0,0.0,668.9,682.4000000000001,675.6500000000001,0.7567567567567552,0.0,False,False,7.5675675675675524,,0.925,vpick_shortform_id=ae1eee81-e42e-48c2-9c9d-e9f423867ca4; title=가루스타일 비지보이 챌린지
P009,heifaIjlSUc,sjxwELcdu1s,vpick_auto_shortform,vpick_baseline,vpick_auto,vpick,1,1023.9,1079.4,55.500000000000114,402.0,455.0,53.0,0.0,0.0,0.0,621.9,624.4000000000001,623.1500000000001,0.954954954954953,0.0,False,False,9.54954954954953,,0.925,vpick_shortform_id=ae1eee81-e42e-48c2-9c9d-e9f423867ca4; title=가루스타일 비지보이 챌린지
