judge_run_id,provider,model,prompt_id,repeat_index,longform_id,candidate_id,verdict,evidence_overview_support,evidence_description_support,evidence_transcript_intelligibility,evidence_boundary_observability,confidence_1_5,failure_flags,reason,editorial_score_100,engagement_score_100,judge_score_100,editorial_source_salience_score_0_4,editorial_source_salience_reason,editorial_self_contained_clarity_score_0_4,editorial_self_contained_clarity_reason,editorial_progression_payoff_score_0_4,editorial_progression_payoff_reason,editorial_boundary_integrity_score_0_4,editorial_boundary_integrity_reason,engagement_opening_pull_score_0_4,engagement_opening_pull_reason,engagement_change_or_surprise_score_0_4,engagement_change_or_surprise_reason,engagement_emotional_or_information_gain_score_0_4,engagement_emotional_or_information_gain_reason,engagement_memorable_specificity_score_0_4,engagement_memorable_specificity_reason
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,u2BCGcOweTo,PJ_795633ac78d2e9,score,5,4,4,5,4,,비건 학식을 확인하는 인터뷰가 학과 질문으로 확장된 뒤 학생의 자퇴 농담으로 명확히 회수되어 독립성과 기억성이 높다.,93.75,87.5,90.625,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,K3jHdrfM6l4,PJ_1e3361fa34225a,score,5,3,2,4,3,context_dependent|weak_progression|weak_payoff|awkward_end|weak_opening|asr_degraded,색감 형용사를 몸으로 표현한다는 상황은 보이지만 ASR이 핵심 단어를 훼손하고 시범 직전에 끝나 진행과 결말이 약하다.,56.25,50.0,53.125,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,2,대체로 이해되지만 인물·상황·논점의 일부가 불명확하다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,heifaIjlSUc,PJ_ebf9c289515488,score,4,4,3,5,4,weak_progression|weak_payoff|weak_opening|no_change,갸루의 일과 자신감이라는 주제는 이해되지만 구체적 사건이나 도착점이 약하고 다음 장소 도착으로 화제가 끝난다.,68.75,43.75,56.25,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,1,화제는 이어지지만 예상 변화나 관점 전환이 거의 없다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,1O4hJxumimA,PJ_c9a89fd791af7f,score,5,5,4,5,5,,소매치기 대응 질문에서 곰 농담으로 웃음을 만든 뒤 칼을 든 범인 사례로 위험성을 회수해 정보와 감정 변화가 모두 강하다.,93.75,100.0,96.875,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,Yy58f1A6F-c,PJ_1ea83881147bfe,score,4,4,4,3,4,weak_opening|visual_dependent,"지휘와 노래 역할을 정하고 실제 수행과 박수까지 이어져 과정과 결과는 분명하지만, 시각·음향 정보에 일부 의존한다.",87.5,62.5,75.0,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,1O4hJxumimA,PJ_cf6c19eb4f15ab,score,5,4,3,5,4,awkward_start|awkward_end|weak_opening,"먼 거리 때문에 망설이다 특강료를 듣고 독도라도 헤엄치겠다고 태도를 바꾸는 반전은 강하지만, 시작과 끝이 인접 화제에 걸쳐 있다.",62.5,81.25,71.875,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,1,시작과 종료 모두 핵심 발화 또는 인접 장면에 크게 걸친다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,KHzVHQipZCg,PJ_053088afc1c098,score,5,4,3,5,4,awkward_end,"빨간 펜 미신을 노시보 효과로 설명해 정보 가치는 높지만, 초반의 잡담과 이어지는 추가 설명 때문에 현재 경계의 완결성이 보통 이하이다.",68.75,75.0,71.875,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,pH_LU8mMXqU,PJ_227cbf3153f1c1,score,3,4,3,3,4,,일본 거리에서 유튜버 여부를 확인하고 채널 검색과 구독 요청까지 짧게 진행되어 상황은 완결되지만 정보·감정의 정점은 크지 않다.,68.75,62.5,65.625,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,fwBGVX5NbsA,PJ_2dd406ffda23d5,score,5,5,4,5,5,,서점에서 우연한 만남을 연출하려는 계획이 실행되고 상대의 날카로운 반응으로 실패해 setup과 payoff가 매우 선명하다.,93.75,100.0,96.875,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,yk3hY55W9nE,PJ_451ab8ce3c6744,score,4,4,4,5,4,awkward_end,"과학고와 조기 입학에 대한 질문이 '공부를 오래 할 수 있어 좋다'는 답과 진행자의 놀람으로 회수되지만, 종료가 다음 장학금 화제로 넘어간다.",75.0,81.25,78.125,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,3,발견·반응·관점 전환이 분명하게 일어난다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,6gzGqgt3Kl8,PJ_8e0ffa60b66d93,score,5,5,4,5,5,,키스신의 조건을 설명한 뒤 카메라 각도까지 준비해 직접 시범을 보이고 '안 괜찮아'라는 반응으로 회수되어 장면 구조가 강하다.,93.75,93.75,93.75,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,3,필요한 맥락을 포함하며 대체로 자연스럽게 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,nVJIIWdwx60,PJ_5c91713adc6c16,score,4,4,4,5,4,awkward_end,"학생이 카이를 알아보지 못하다 엑소 설명 뒤 기사와 노래를 언급하는 태도 변화가 뚜렷하지만, 마지막 발화가 다음 질문 중간에서 끊긴다.",75.0,93.75,84.375,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,I6JDOE9tKqo,PJ_ee2c4171884a83,score,5,5,4,5,4,awkward_end,진상 손님 대응 표현과 말투 시범이 즉시 이해되고 따라 하기까지 완결되며 '너 뭐 돼?'라는 인용 가능한 핵심이 강하다.,81.25,81.25,81.25,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,3jAfgsSScXc,PJ_109883017e7029,score,5,4,3,5,4,awkward_start|awkward_end|weak_opening,"두피 마사지의 효용과 방법은 유용하고 가발 농담도 생기지만, 이전 문장 중간에서 시작하고 다음 제품 설명으로 넘어가며 끝난다.",62.5,75.0,68.75,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,3,상황이 의미 있게 진행되어 반응이나 결론에 도달한다.,1,시작과 종료 모두 핵심 발화 또는 인접 장면에 크게 걸친다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,3,발견·반응·관점 전환이 분명하게 일어난다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,gfry8D88Sv0,PJ_5890f38ec36e1a,score,5,4,3,5,4,weak_progression|weak_payoff|weak_opening|no_change,"신부 칭찬과 피부 관리 대화, 기념 촬영이 자연스럽게 이어지지만 사건 변화나 강한 도착점보다 일상적 방문 기록에 가깝다.",68.75,43.75,56.25,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,3,후보 안의 설명과 대사만으로 중심 상황을 이해할 수 있다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,2,중심 주제는 보이지만 즉각적인 궁금증이나 긴장은 보통이다.,1,화제는 이어지지만 예상 변화나 관점 전환이 거의 없다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,D-xlw07rGEM,PJ_e7e6561fdc38ff,score,5,5,4,5,5,,과제 축소 요청을 준비하는 setup이 교수의 '과제 하나 더'라는 역전된 결말로 정확히 회수되어 원본 중요도와 독립성이 모두 높다.,100.0,93.75,96.875,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,K71PqYJUQnI,PJ_285b6a39dbdc56,score,5,5,4,5,5,,등 번호를 여러 번 수정한 뒤 정답이 21번으로 공개되는 퀴즈 구조가 명확하고 결과 직후 종료되어 완결성이 높다.,93.75,81.25,87.5,3,원본의 한 주제를 담당하는 의미 있는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,3,분명한 웃음·공감·긴장 또는 유용한 정보가 있다.,3,제목·요약으로 뽑을 수 있는 구체적 상황이나 문장이 있다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,iInwf4yYdYk,PJ_b8ac83235ebb16,score,5,3,2,5,3,context_dependent|weak_progression|weak_payoff|awkward_end|asr_degraded,웃음을 주제로 즉석 랩을 시작하는 상황은 보이지만 ASR이 가사를 훼손하고 다음 춤 설명으로 바로 넘어가 결말의 힘이 약하다.,50.0,56.25,53.125,2,독립 주제는 있으나 주변 장면으로 대체 가능한 보통 구간이다.,2,대체로 이해되지만 인물·상황·논점의 일부가 불명확하다.,2,진행 또는 결론 중 하나는 있으나 회수가 약하다.,2,이해는 되지만 도입이나 종료 중 적어도 하나가 부자연스럽다.,3,첫 의미 단위에서 갈등·질문·웃음·유용한 약속이 제시된다.,2,작은 변화나 반응은 있으나 전환 강도는 보통이다.,2,일부 웃음·공감·정보는 있으나 강도는 보통이다.,2,요약 가능한 주제는 있으나 고유한 한 문장이나 상황은 약하다.
codex_direct_shortform_judge_v10,openai_codex,codex,shortform_judge_v10_ko,1,Nzvzpg0i78Y,PJ_2639aed254176d,score,5,5,5,5,5,,"7년 연인을 버리는 이별 연기가 질문과 반응, 붙잡는 결말까지 짧게 완결되고 감정 변화와 기억할 대사가 모두 강하다.",100.0,100.0,100.0,4,원본의 핵심 사건·답변·통찰을 대표하는 구간이다.,4,첫 의미 단위에서 상황을 잡고 원본 없이도 정확히 이해된다.,4,setup과 변화가 강한 결과·답변·반응으로 완전히 회수된다.,4,필요한 최소 맥락에서 시작해 도착점 직후 정확히 끝난다.,4,첫 의미 단위부터 강한 갈등·질문·웃음·약속이 즉시 작동한다.,4,예상을 뒤집는 반전이나 변화가 장면의 중심을 이룬다.,4,강한 감정 반응이나 새롭고 유용한 정보가 명확한 정점에 도달한다.,4,왜곡 없이 바로 인용·제목화할 수 있는 고유한 순간이 강하다.
