judge_run_id,provider,model,prompt_id,repeat_index,candidate_id,verdict,observation,confidence_1_5,failure_flags,transcript_intelligibility,boundary_observability,opening_pull,body_strength,boundary_integrity,judge_score_100,parse_status,total_tokens
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_3eb40628d9953e,score,가루라는 특정 캐릭터의 생활 방식과 '퀸의 마인드'를 유지해야 한다는 대화가 이어집니다. 옷 가게 점원 흉내를 내며 유머러스하게 대화를 나누다가 목적지에 도착하며 대화가 마무리됩니다.,4,context_dependent|awkward_end,3.0,4.0,35.0,42.0,52.0,43.0,score,2654
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_4168d190df4080,score,"소매치기 대처법에 대해 질문하자 소매치기는 조직적으로 움직이므로 대응이 불가능하다는 점을 강조합니다. 유학생이 소매치기를 쫓아갔다가 칼을 보고 위협받았던 실제 사례를 통해 무모한 대응의 위험성을 경고하며, 현지인처럼 보이기 위한 태도를 언급하며 마무리됩니다.",5,,5.0,5.0,65.0,72.0,75.0,70.6667,score,2840
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_4479c41b6aa80d,score,두 학생이 즉흥적으로 지휘와 노래 역할을 나누어 수행하는 상황입니다. 지휘를 제안받은 후 서로 역할을 분담하고 긴장과 기대 속에서 공연을 시작하는 과정이 담겨 있습니다.,4,awkward_end,4.0,4.0,68.0,62.0,45.0,58.3333,score,2479
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_4ef5f86240b3b8,score,"강연자가 특강료를 듣고 KTX를 타고 부산까지 가기로 결심했다는 솔직한 경제적 동기를 밝히며, 상대방이 이를 재치 있게 받아칩니다. 이후 유럽 내 K-팝 인기에 대한 화제로 자연스럽게 전환됩니다.",4,awkward_end,5.0,5.0,52.0,68.0,45.0,55.0,score,2679
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_510cbfc1c2b8bb,score,"빨간 펜으로 이름을 쓰면 죽는다는 괴담을 주제로, 출연자들이 노시보 효과와 과학적 원리를 들어 미신을 반박하는 토론을 진행합니다. 괴담에 대한 공포심을 유머러스하게 다루며 과학적 근거를 제시하는 과정에서 시작과 끝이 맺어집니다.",4,awkward_start|awkward_end,4.0,4.0,65.0,68.0,45.0,59.3333,score,2855
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_519202486aef76,score,일본 지하철역 근처에서 만난 소녀들이 유튜버를 알아보고 구독을 약속하며 들뜬 반응을 보이는 장면입니다. 이후 아동복 매장으로 이동하려는 화자의 계획을 언급하며 구간이 종료됩니다.,4,awkward_end,5.0,5.0,65.0,68.0,45.0,59.3333,score,2408
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_5650522e7238b1,score,"두 남성이 서점에서 드라마 같은 만남을 연출하기 위해 작전을 세우고, 실제로 실행에 옮기지만 상대 여성과 부딪히며 계획이 실패로 돌아가는 상황입니다. 작전 모의부터 실행, 그리고 예상치 못한 반응으로 인한 당황까지의 과정이 담겨 있습니다.",5,,5.0,5.0,55.0,68.0,75.0,66.0,score,2909
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_5e40d4cd1b96d9,score,"카이스트 학생을 대상으로 과학고 출신들의 진학 경로와 조기 졸업의 실질적 장점, 장학금 제도에 대해 대화를 나누는 구간입니다. 학교 생활의 구체적인 현실과 학생들의 반응이 자연스럽게 이어집니다.",4,,5.0,5.0,65.0,68.0,58.0,63.6667,score,2771
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_6151485ea53157,score,선배 연기자들이 후배들 앞에서 키스신 연기 팁을 전수하기 위해 직접 시범을 보이는 상황입니다. 카페 세팅을 맞추고 연기를 시작했다가 민망함에 중단하는 과정까지가 담겨 있습니다.,4,awkward_end,5.0,5.0,65.0,68.0,45.0,59.3333,score,2655
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_6d1508f47e83f3,score,버스 정류장에서 우연히 만난 대학생이 카이를 알아보고 대화를 나누는 상황입니다. 카이가 유튜버임을 밝히고 상대방이 로버(Rover)를 언급하며 팬심을 드러내는 과정에서 카이가 당황하는 모습이 담겨 있습니다.,4,awkward_end,5.0,5.0,35.0,62.0,45.0,47.3333,score,2620
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_6d29fcb898db1b,score,진상 손님 대처법으로 '너 뭐 돼?'라는 멘트를 제안하며 상대방과 연습하는 상황입니다. 대처법을 알려주는 도입부로 시작해 실제 연습 장면을 거쳐 대화가 마무리되는 지점에서 종료됩니다.,4,awkward_end,5.0,5.0,72.0,65.0,45.0,60.6667,score,2608
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_6dcfd006a3b838,score,"두피 마사지의 효능과 올바른 마사지법을 설명하던 중, 출연자가 두피와 두개골을 분리하는 동작을 시연하며 대화를 이어갑니다. 이후 제품 개발 과정에서 토닉 제형의 떡짐 현상과 사용 편의성에 대한 고민으로 주제가 전환됩니다.",4,awkward_end,4.0,4.0,65.0,62.0,45.0,57.3333,score,2762
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_71fff5aa4444f6,score,"결혼식 신부 대기실에서 친구들이 신부의 외모와 피부 관리 비법을 칭찬하며 대화를 나누고, 이어 사진작가의 지시에 따라 기념 촬영을 진행하는 장면입니다. 대화 도중 특정 제품에 대한 언급이 자연스럽게 이어지며 촬영 종료 후 하객들이 퇴장하는 모습까지 담겨 있습니다.",4,flat_emotion,5.0,5.0,55.0,45.0,65.0,55.0,score,2940
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_752c5a1a81ff94,score,"학생들이 과제량에 대해 불만을 토로하던 중, 교수가 등장하여 학생의 삼행시 요청을 받아들인 뒤 오히려 추가 과제를 부여하며 수업을 시작하는 상황입니다. 학생의 기대와 정반대되는 교수의 반전 대응이 핵심입니다.",4,,5.0,5.0,52.0,68.0,58.0,59.3333,score,2709
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_848f271df1072b,score,출연자가 치어리더 등번호를 맞히는 퀴즈에서 오답을 제시했다가 수정하는 과정이 담겨 있습니다. 이후 정답 확인과 함께 출연자의 시력 문제를 언급하며 보너스 퀴즈로 넘어가는 흐름입니다.,5,awkward_end,5.0,5.0,52.0,48.0,45.0,48.3333,score,2627
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_86ec19dffd0205,score,"출연자가 웃음을 주제로 한 즉석 랩을 요청받아 수행하고, 이어지는 댄스 동작으로 분위기를 전환하는 과정입니다. 랩의 시작부터 댄스 동작으로 넘어가기 직전까지의 구간을 담고 있습니다.",4,flat_emotion,5.0,5.0,65.0,52.0,55.0,57.3333,score,2609
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_87c2f9c2d22522,score,"출연진이 즉흥적으로 이별 상황극을 연기하며 몰입하는 장면입니다. 상황 설정 직후 바로 연기가 시작되어 이별 통보와 갈등 상황이 전개되고, 연기가 끝난 뒤 실제 연애 공개에 대한 대화로 자연스럽게 전환됩니다.",5,,5.0,5.0,72.0,68.0,75.0,71.6667,score,2657
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_88efb28987c87c,score,"연인 관계에서 '솔직함'을 명분으로 서로에게 상처 주는 발언을 주고받는 상황입니다. 외모 지적부터 유통기한 지난 주스 제공, 지인 소개 거부까지 이어지며 솔직함의 역설을 보여줍니다.",5,awkward_end,5.0,5.0,78.0,75.0,45.0,66.0,score,2970
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_8bcb45246410f1,score,"새로 입주한 남성에게 기존 거주자가 하수지의 독특하고 엄격한 생활 규약을 설명하며 층간 소음 문제를 지적하는 상황입니다. 규약의 황당함과 거주자들의 예민한 반응이 대화를 통해 드러나며, 이후 추가적인 규약 설명으로 이어지는 지점에서 종료됩니다.",4,awkward_end,5.0,5.0,52.0,68.0,45.0,55.0,score,2978
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_8c5c28ef7a8d25,score,"두 여성이 서로 닮은꼴 연예인 언급을 두고 벌이는 티키타카 대화입니다. 상대방이 고윤정 배우를 닮았다는 말을 듣고 배경화면까지 설정한 상황을 놀리며, 장난으로 이름을 불렀을 때 대답한 반응을 두고 실랑이를 벌이는 과정이 담겨 있습니다.",4,awkward_end,4.0,4.0,45.0,62.0,48.0,51.6667,score,2788
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_8f62a6194404c2,score,브리스킷 지방 제거 작업 중 칼을 사용하는 위험성에 대해 선배가 후배에게 경고하며 실제 사고 사례를 언급합니다. 작업의 난이도와 부상 위험이라는 긴장감 있는 소재로 시작하여 대화가 마무리되는 지점에서 종료됩니다.,4,,5.0,5.0,65.0,68.0,58.0,63.6667,score,2609
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_95b3f76511987c,score,"식사 중 족발의 어원에 대한 질문이 나오고, 부장님이 한자와 순우리말의 합성어라는 지식을 설명합니다. 이후 직원들이 앞치마의 영어 단어를 고민하는 상황으로 이어집니다.",4,flat_emotion,5.0,5.0,65.0,52.0,55.0,57.3333,score,2682
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_9da417f1ef3561,score,"두 남성이 경찰의 추적을 피하기 위한 비현실적이고 구체적인 도주 경로와 탈출 계획을 논의합니다. 개구멍 통과, 경찰서 밀집 지역 통과, 헬기 탈취 등 황당한 전략이 이어지며 긴박한 상황극이 전개됩니다.",4,awkward_end,4.0,5.0,52.0,68.0,45.0,55.0,score,3075
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_9dec2b4bead825,score,"펜션에서 아침에 일어난 두 남자가 칫솔 오용, 분리수거, 장보기 비용, 보일러 고장 등 사소한 문제들을 나열하며 서로를 탓하고 다투는 상황입니다. 잠에서 깨어나는 시점부터 시작하여 일상적인 갈등이 고조되는 과정에서 종료됩니다.",4,awkward_end,4.0,4.0,65.0,68.0,52.0,61.6667,score,2829
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_a4b87cdb250646,score,교수가 강의 시작 전 학생들과 가벼운 농담을 주고받으며 분위기를 환기하는 장면입니다. 꽃이 피지 않았다는 교수의 말에 학생이 교수님이 꽃이라며 재치 있게 응수하며 시작과 끝이 맺어집니다.,5,flat_emotion|low_gain,5.0,5.0,35.0,42.0,50.0,42.3333,score,2507
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_b0e29ac062bee8,score,갸루 스타일을 유지하기 위한 태도와 복장 철학을 교육하는 상황입니다. 부끄러움을 버리고 당당하게 어깨를 드러내는 행동을 통해 '갸루 마인드'를 완성해야 한다는 논리로 전개됩니다.,4,awkward_end,5.0,5.0,65.0,68.0,45.0,59.3333,score,2672
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_baa3092bf3740e,score,"두 남성이 서로의 어깨와 근육을 만지며 장난스럽게 대화를 나누는 상황입니다. 근육의 상태를 언급하며 '특수폭행'이라는 농담을 던지고, 이후 손 관리와 냄새에 대한 티키타카가 이어지며 마무리됩니다.",4,awkward_end,5.0,5.0,52.0,65.0,48.0,55.0,score,2696
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_bd265b157d0146,score,"행정관이 병사의 전투화 상태를 지적하며 군기 잡는 상황으로 시작하여, 보급관이 생활관 내 부조리를 확인하는 과정에서 선후임 간의 역전된 관계가 드러나는 대화가 이어집니다. 이후 행정관이 병사의 과거 사진을 보며 대화를 나누는 장면에서 종료됩니다.",4,,4.0,4.0,68.0,65.0,52.0,61.6667,score,2841
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_bdb61bcc855d1b,score,"요리사가 프라이팬의 열전도율과 코팅 성능을 직접 테스트하며 시청자에게 조리 팁을 전달하는 과정입니다. 시작은 날씨와 팬의 열기를 연결하는 농담으로 시작하며, 팬의 성능을 확인하는 실용적인 정보 전달로 이어집니다.",4,awkward_start|awkward_end,5.0,5.0,45.0,58.0,42.0,48.3333,score,2687
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_c0b26784941e91,score,"방탈출을 하러 온 남녀 손님에게 아는 누나 사이임을 확인한 후, 점원이 '언제 고백할 거냐'며 짓궂게 놀려 분위기를 달달하게 만드는 상황입니다. 손님의 당황하는 반응과 점원의 능청스러운 멘트가 이어지며 마무리됩니다.",4,,5.0,5.0,52.0,68.0,58.0,59.3333,score,2703
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_c1fbadec73b4bb,score,친구들이 배달 온 대방어와 음식을 세팅하며 사진을 찍으려는 사람들과 빨리 먹고 싶어 하는 사람들 사이의 실랑이가 벌어집니다. 음식을 앞에 두고 사진 촬영을 고집하는 상황과 이를 제지하려는 모습이 반복되다 결국 촬영 후 식사를 시작하는 과정이 담겨 있습니다.,4,flat_emotion|not_memorable,4.0,4.0,45.0,48.0,42.0,45.0,score,2834
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_c3f86bdf30fa21,score,고부 갈등 해결책을 묻는 질문에 상대방이 UFC 경기라는 농담 섞인 비유를 던지며 분위기를 환기합니다. 이후 진지한 중재의 필요성에 대해 짧은 대화가 오가며 상황이 마무리됩니다.,4,awkward_end,5.0,5.0,72.0,68.0,58.0,66.0,score,2641
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_c42679c7b946fc,score,"입원 중인 여성과 남성이 제주도 여행 계획과 게스트하우스 파티에 대해 대화를 나누는 장면입니다. 대화 도중 상대방의 식사 여부를 묻는 일상적인 흐름으로 이어지며, 병실이라는 공간적 배경과 여행이라는 주제가 교차합니다.",4,flat_emotion|low_gain|awkward_end,4.0,4.0,48.0,35.0,42.0,41.6667,score,2749
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_d0ff00317e20b0,score,"한국과 일본의 패션 및 헤어스타일 차이를 주제로 대화하며, 일본 스타일의 화려함과 한국 스타일의 차분함을 비교합니다. 출연자가 자신의 헤어스타일을 언급하며 한국 정서상 과해 보일 수 있다는 점을 유쾌하게 지적하며 마무리됩니다.",4,awkward_end,5.0,5.0,65.0,62.0,45.0,57.3333,score,2803
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_d1155bf44e11df,score,"탁구 경기 종료 후 이선민 선수의 승리를 확정 짓고, 해설진이 김해준 선수의 경기력을 '대이변'이자 '대변 탁구'라고 유머러스하게 비꼬며 분석하는 상황입니다. 경기 결과 발표부터 해설진의 농담 섞인 총평까지가 구간에 포함되어 있습니다.",4,awkward_end,4.0,5.0,52.0,65.0,48.0,55.0,score,2773
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_d28e1489f145b8,score,"상사가 신입 사원에게 업무 평가서 작성을 확인하며 회사 생활에 대해 묻고, 연봉 협상 대상자가 아님을 통보하며 동기부여 면담을 진행하는 상황입니다. 상사의 압박과 신입 사원의 긴장된 태도가 대조되며 직장 내 면담의 전형적인 긴장감이 드러납니다.",4,awkward_end,5.0,5.0,35.0,52.0,45.0,44.0,score,2740
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_da0b2ff5d3f7d3,score,"타이어 렌치를 이용해 볼트를 풀려는 여성이 힘이 부족해 실패하자, 남성이 몸무게를 실어 대신 해결해 주는 상황이다. 정비 과정에서의 물리적 난관과 이를 해결하는 협업 과정이 담겨 있다.",4,awkward_start|awkward_end,4.0,5.0,45.0,55.0,35.0,45.0,score,2603
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_e2ac6ed9f42799,score,"이등병이 꺾인 신병에게 선임들이 공포탄 파티를 하겠다는 짓궂은 농담을 던지고, 신병이 이를 진지하게 받아들이며 엉뚱한 대답을 이어가는 상황입니다. 선임들의 괴롭힘과 신병의 순진함이 대비되며 군대 내 부조리한 상황을 희화화하고 있습니다.",4,awkward_end,4.0,4.0,65.0,68.0,52.0,61.6667,score,2847
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_e4c2efd45e27dd,score,"소카 패스포트 가입 시 3만 크레딧 지급 혜택과 친구 초대 이벤트, 그리고 1등 경품으로 BMW M5를 제공한다는 파격적인 내용을 설명하는 구간입니다. 대화 형식으로 혜택의 구체적인 활용법과 이벤트의 규모를 강조하며 마무리됩니다.",5,,5.0,5.0,45.0,72.0,68.0,61.6667,score,2935
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_e5d94dcfd123c3,score,급식실에서 남학생들이 빨대 없이 음료수를 마시는 독특한 방식(조준새)을 시연하며 대화를 나누는 상황입니다. 친구 간의 장난스러운 대화와 새로운 마시는 방식을 발견하고 공유하는 과정이 담겨 있습니다.,4,awkward_end,4.0,4.0,35.0,58.0,45.0,46.0,score,2811
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_e6191f6820bdb7,score,"결혼식 입장곡을 고민하던 중 아버님의 색소폰 연주 제안이 나오고, 이어 신부 입장곡으로 '디지몬 진화' 음악을 사용하겠다는 엉뚱한 제안과 그에 대한 반응이 이어집니다. 대화의 흐름이 자연스럽게 이어지며 결혼식 준비라는 상황 속에서 두 사람의 장난스러운 케미가 드러납니다.",4,awkward_end,4.0,4.0,65.0,72.0,58.0,65.0,score,2898
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_e7426acca34adc,score,다양한 종류의 기능성 소금을 소개하며 트러플 소금을 밥에 뿌려 활용하는 장면입니다. 제품의 특징을 나열한 뒤 이를 디저트나 요리에 활용하는 구체적인 예시를 제시하며 마무리됩니다.,4,low_gain,5.0,5.0,35.0,58.0,62.0,51.6667,score,2643
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_ef1eb9f418973d,score,"방파제에서 춤을 추던 인물이 즉흥적으로 물고기를 잡는 상황이 발생하며, 예상치 못한 수확에 놀라워하는 반응이 중심입니다. 이후 물놀이를 제안하는 대화로 이어지며 경계가 설정되었습니다.",4,awkward_end,4.0,4.0,58.0,65.0,52.0,58.3333,score,2593
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_f042310a37676d,score,"대학생과의 우연한 만남을 통해 학교 생활과 수업 지각 상황에 대해 대화를 나눕니다. 수업에 늦은 학생에게 농담 섞인 핀잔과 응원을 건네며 배웅한 뒤, 강풍주의보로 인해 문을 닫은 거리 상황으로 화제가 전환됩니다.",4,,4.0,5.0,55.0,62.0,65.0,60.6667,score,2817
gemini_gemini-3_1-flash-lite_shortform_judge_v11_ko,gemini,gemini-3.1-flash-lite,shortform_judge_v11_ko,1,C_f0c8d907c9715e,score,영화 관람 후 나른해진 출연진들의 상태를 관찰하며 맥주로 인한 집중력 저하와 커피 배달 상황을 유머러스하게 묘사합니다. 출연진의 졸음과 반응을 실시간으로 중계하듯 언급하며 분위기를 환기하는 장면으로 구성되어 있습니다.,4,flat_emotion,4.0,4.0,65.0,52.0,48.0,55.0,score,2709
