"candidate_id","duration_sec","description","transcript","before_context","after_context"
"C_39e9ad74b67fff","59.0","진행자가 학생들에게 비건 학식의 실태를 묻다가 한 학생과 학과 이야기를 나누고, 학생의 뜻밖의 자퇴 농담에 당황한다.","[10:40-10:46] S2: 오 아 비건이라고? 아니 잠깐만 그 학생 인터뷰 돼요.
[10:46-10:54] S2: 당당하고 좋구먼. 내가 궁금한 게 있는데 여기 3일대 학생이에요 네네네 진짜 비건이에요 학식이
[10:54-11:01] S2: 제가 학식을 안 좋아해서 여기서 학식을 먹어본 적이 없어요. 그래요 학식 먹어본 사람? 어 일로 와요
[11:01-11:06] S2: 학식이 진짜 비건이야 비건인지는 모르겠고 고기가 안 나와요
[11:08-11:15] S2: 잘 봐 잘 봐. 36대 학생 100명이 있다고 치자. 학식을 몇 명은 먹어요? 글쎄요 거기다 한 이십 명은 먹으니까 운동이 되는 거 아니
[11:15-11:22] S2: 무조건 학식을 먹어야 해 아 그러면 어 그러면은 어떤 게 차라리 그나마 나아요
[11:22-11:23] S5: 싼 거 드세요
[11:23-11:26] S2: 싼 거 차라리 싼 거 무슨 과예요?
[11:26-11:28] S5: 디자인과 같은 디자인과라고
[11:28-11:30] S2: 전과 할 생각 있어요
[11:30-11:31] S5: 학교 그만둘 생각은 있어?
[11:31-11:34] S2: 와 이 친구가 아주 제대로 만났네.
[11:34-11:35] S5: 아 저 팬입니다.
[11:35-11:40] S2: 많이 좋아요. 좋았어. 말로만 듣던 그 학식을 한번","[10:18-10:26] S2: 아니야 6부터지. 일 이 3 4 5 부터 7 8 9 이제 우리 밥을 먹으러 가자고.
[10:29-10:31] S2: 학식 어때요?
[10:31-10:40] S5: 근데 저희가 이게 네 비건으로 나와요. 저희 식 식이 비건이 비건이 아니에요. 고기가 안 나와요
[10:40-10:46] S2: 오 아 비건이라고? 아니 잠깐만 그 학생 인터뷰 돼요.","[11:35-11:40] S2: 많이 좋아요. 좋았어. 말로만 듣던 그 학식을 한번
[11:45-11:53] S2: 야 근데 이거는 진짜로 사진만 봐도 뭐 있는지 한번 보자. 한식"
"C_3b4ab99fff5f32","67.0","매장 직원들이 색감을 설명하는 형용사를 표정과 자세로 표현해보며, 이해하기 어려운 단어를 선배에게 직접 시범 보이라고 떠넘긴다.","[3:18-3:31] S1: 이거를 먼저 한번 설명을 해드릴 건데 네 저희 브랜드가 이제 색감으로 표현을 해야 되는 브랜드여서 형용사들이 다 있거든요 네 그래서 손님들이 잘 모르는 형용사들이 있잖아요 그걸 설명을 좀 해주셔야 되고
[3:31-3:36] S1: 키치한이 뭘까요 키치한을 표정으로 표현해 주실 수 있어요. 하나 둘
[3:36-3:45] S1: 미연 님이 좀 더 잘하실 것 같은데 모르는 것 같은데 세피적인 어떤 느낌일까요? 필적인
[3:45-3:58] S1: 이게 세시 적이 아니야 근데 방금 무슨 뜻이에요 세폐적인 저 아직 이해 못해. 왜 섹시함에서 약간 그 한 느낌이에요. 그건 무슨 뜻이
[3:58-4:06] S1: 1적인이 뭔지 아세요 그 씨 같은 같은 같은 같은 어떻게 해 이게 근데 고른다고 해서
[4:06-4:15] S1: 진짜 이렇게 찍어주실 수가 있는 거예요 여기 안 나와연 그럼요. 그게 사진에 담기죠 무게감이 있는 가 뭐예요 무게감이 있는 하실 수 있겠어요
[4:15-4:23] S1: 선배님한테 보여달라고 해요. 선배님 요 계사 시켜요. 무게감 있는","[3:09-3:10] 시현한따
[3:10-3:11] 아 두 번 하라고
[3:11-3:12] 두 벌?
[3:12-3:13] [리허설 2트]
[3:13-3:14] [(삐끗)]
[3:15-3:16] 따따 따따 따
[3:16-3:18] [손님맞이 준비 완료] 싫어한다!
[3:18-3:20] [11:00 am 손님 응대 / 웰컴 어서 오세요] 이걸 먼저 한번 설명해드릴 건데
[3:20-3:24] [배경색으로 유명한 시현하다] 저희 브랜드가 색감으로 표현을 해야 되는 브랜드여서","[4:30-4:32] [현타]
[4:32-4:34] [교육 끝 직접 손님 응대할 시간] 김현재 님
[4:34-4:36] [친근한 응대 / 고객님 이름 목놓아 부르기] 현재님!
[4:36-4:37] [(ㅎㅇㅎㅇ)]
[4:38-4:42] [칼군무 인사로 환대]
[4:42-4:44] [(문화컬쳐)] 뭐야 이게...
[4:44-4:46] [아무튼 환영합니다...] - 웰컴 - 어서 오세요"
"C_3eb40628d9953e","45.0","두 여성이 일본 갸루의 일하는 방식과 말투를 흉내 내고, 힘들거나 손해 보지 않으려면 자신감 있는 태도가 필요하다고 이야기한다.","[10:18-10:24] S2: 가루도 뭐 일하지 이러고 그냥 일하는 거 아니 일하나 하세요 이러면서
[10:24-10:26] S1: 옷 가게 이런 데서 일하면
[10:26-10:31] S2: 응 그래서 1이야 109 말한 거야 아 그래 응 1이야. 109에서
[10:31-10:40] S2: 마 이렇게 하잖아. 옷 가게에서 일하시는 가루분들은 그 이라샤이마세를 끝까지 말 안
[10:43-10:47] S1: 너 지금 이러고 거제 가잖아. 너 거제 시민들한테 혼나 지금
[10:50-10:52] S1: 제 야호
[10:53-11:02] S2: 항상 퀸의 마인드 항상 자로의 마인드를 가지고 있어야 이 게 생활을 할 때 내가 힘들고 손해 보는 게 없다.
[11:02-11:04] S1: k 님 다 다 왔어요 지금","[10:02-10:05] S2: 소개팅 같은 걸 안 하지
[10:05-10:10] S1: 가로는 하는 게 뭘까요? 내일 어트 바꾸러 가기
[10:10-10:11] S2: 헤어 시술 맞도
[10:11-10:18] S1: 헤어 을 근데 그럼 또 생산적인 일을 해야 될 거 아니에요 너무 이런 것만 할 수는 없죠. 돈을 쓰기만 할 수.
[10:18-10:24] S2: 가루도 뭐 일하지 이러고 그냥 일하는 거 아니 일하나 하세요 이러면서","[11:02-11:04] S1: k 님 다 다 왔어요 지금
[11:04-11:06] S2: 아 아니 왔다.
[11:06-11:17] S2: 지금 이제 카페에 토 짝 데스케도 네 이렇게 간판도 예쁘게 있는데 우리 사진을 찍어야 될 거 아니에요 사진 찍을게요.
[11:18-11:22] S2: 뭐 하세요 나이 스댄노 왜요?"
"C_4168d190df4080","54.16","프랑스 소매치기가 여러 명이 함께 움직인다는 설명에 출연자가 곰과도 싸웠다고 자신감을 보이지만, 칼을 든 범인을 쫓은 사례를 듣고 위험성을 확인한다.","[9:29-9:33] S?: >> 살아남는 법
[9:32-9:34] S?: >> 없어요.
[9:33-9:36] S?: >> 없어요.
[9:34-9:38] S?: >> 왜냐하면 보통 소매치기들 길에서 하는
[9:36-9:39] S?: 소매치기는 혼자서 안 해요. 세 명이
[9:38-9:42] S?: 보통 한 주예요.
[9:39-9:43] S?: >> 근데 제가 최근에 곰이랑 싸웠거든요.
[9:42-9:44] S?: 싸우면
[9:43-9:45] S?: >> 뭐랑 싸웠다고?
[9:44-9:46] S?: >> 곰이랑
[9:45-9:48] S?: >> 이런 곰?
[9:46-9:49] S?: >> 네. 그 곰이랑 싸웠는데 보통
[9:48-9:51] S?: 사람들은 생각하는게 나는 이길 수
[9:49-9:52] S?: 있을 것 같다 생각하잖아요.
[9:51-9:55] S?: >> 곰한테요?
[9:52-9:56] S?: >> 그런 생각 안 해보셨어요? 돌았어요.
[9:55-9:56] S?: [웃음]
[9:56-9:58] S?: 아,
[9:56-10:01] S?: >> 저는 그런 생각해서 세 명이
[9:58-10:02] S?: 달려들어도 뭐 어떻게 잡고 잡고 안
[10:01-10:04] S?: 돼요?
[10:02-10:06] S?: >> 제 아는 사람이 유학생인데 왔었는데
[10:04-10:09] S?: 저한테 그 얘기 해 주더라고요. 빨리
[10:06-10:11] S?: 걸어가고 있는데 여자분 관광객을
[10:09-10:13] S?: 소매치해서 도망갔었대요. 그래서
[10:11-10:15] S?: 쫓아간 거야. 얘가 골목을 들어고
[10:13-10:16] S?: 나더니 얘가 자기를 돌아보면서 칼을
[10:15-10:18] S?: 끓면서
[10:16-10:20] S?: >> 야, 니즈 지갑이잖아.네
[10:18-10:23] S?: >> 거도 아닌데 목숨 걸 필요 있어.가데
[10:20-10:24] S?: 가데 진짜 찔릴 거 같더래요. 그래서
[10:23-10:27] S?: 도망갔대요. 그냥 내가 조심하는
[10:24-10:29] S?: 수밖에 없어요. 그리고 티가 나요.","[9:14-9:18] S?: 차리는 사람은 고시처럼 시험을 봐야
[9:17-9:22] S?: 된다고 생각을 해요.
[9:18-9:24] S?: >> 아, 또 저한테 소매치기 같은 거
[9:22-9:27] S?: >> 많이 당한다 하잖아요.
[9:24-9:28] S?: >> 근데 소매치기 해서 살아남는 법은
[9:27-9:29] S?: 없나요? 어, 감사합니다.
[9:28-9:32] S?: >> 소매치기는
[9:29-9:33] S?: >> 살아남는 법","[10:24-10:29] S?: 수밖에 없어요. 그리고 티가 나요.
[10:27-10:31] S?: 그 사람들이 딱 보면 관광객,
[10:29-10:33] S?: 여행객이나 아니다는 금방 알아요.
[10:31-10:35] S?: 그럼 내가 관광객이 아니고 거기에
[10:33-10:38] S?: 사는 사람처럼 보이려면 어떡하겠어요?
[10:35-10:40] S?: >> 일단 고개를 들지 마요.
[10:38-10:43] S?: >> 숙여. 고개를 숙이고 다녀요.
[10:40-10:47] S?: >> 딱만 봐요. 그럼 누가 딱 얘기하면"
"C_4479c41b6aa80d","77.856","강당에서 한 사람이 지휘를 맡고 다른 사람이 노래하기로 즉석에서 역할을 나눈 뒤, 어색한 준비 끝에 실제 지휘와 노래를 시작한다.","[15:50.6-15:52.3] S2: 아니 지휘를 해달라고 하시는데요?
[15:52.3-15:54] S2: 지휘를 해달라고 하시는데요?
[15:54.1-15:56] S1: 그럼 내가 지휘할 테니까 너가 노래 불러.
[15:56.6-15:57.8] S2: 이.. 이거 알아요?
[15:57.8-15:58.5] S1: 어.. 어...
[15:58.8-15:59.8] S1: 그럼 노래해 너가.
[15:59.2-16:00.2] S2: 아 오케이 오케이 오케이 노래.
[16:00-16:01.3] S1: 빨리 말해 말해 말해.
[16:01.3-16:05.1] S2: あ、あの、ここが指揮者して、私が歌うらしくて
[16:05.1-16:06.3] S2: 제 꿈이었어요.
[16:12.8-16:14.2] S1: 아 할 수 있어?
[16:14.3-16:16] S1: 언니 잘해야 된다?
[16:21.8-16:24] S2: せーの、スタート
[16:42.5-16:44.2] S3: 와!","[15:33-15:40] S1: 너무 무서워나 어떡해 난 다 해줘. 코가 똑같아.
[15:46-15:53] S1: y 아니 지휘를 해달라고 하시는데요 지휘를 해 달라고 하셨어요.","[17:15-17:17] >> [음악]"
"C_4ef5f86240b3b8","33.161","부산 특강 제안을 받은 출연자가 처음에는 거리를 걱정했지만, 특강료를 듣자 독도라도 헤엄쳐 가겠다고 태도를 바꾼다.","[4:17-4:21] S?: 죄송합니다. 드시는데
[4:18-4:24] S?: >> 저 먼 부산 쪽에서 특강을 해 달라고
[4:21-4:25] S?: 연락이 왔는데 저는 KTX를 타 본
[4:24-4:29] S?: 적이 없어요. 지금까지 고항장에
[4:25-4:33] S?: 가셔서. 근데 그쪽에서 시간당 얼마다
[4:29-4:38] S?: 특강료가 딱 듣는 순간 야이 정도면
[4:33-4:38] S?: 독도라도 헤엄쳐서라도 가야 된다.
[4:43-4:45] S?: >> 바로 쐈어요.
[4:44-4:46] S?: >> 아 돈으로 약간 움직이시는
[4:45-4:49] S?: 스타일이죠.
[4:46-4:52] S?: >> 우린 그런게 필요해.
[4:49-4:55] S?: 지금 유럽에서","[4:01-4:04] S?: 그랬어요.
[4:01-4:06] S?: >> 그 뭘 드셨어요? 바트 그 저 오늘
[4:04-4:07] S?: 이거 먹는다 그랬을 때 약간
[4:06-4:09] S?: 겁났어요.
[4:07-4:10] S?: >> 왜냐면 프랑스 음식에서 얘기를 해야
[4:09-4:12] S?: 되는데
[4:10-4:13] S?: >> 아는게 없잖아요. 그래서 좀 겁나는데
[4:12-4:14] S?: 한번 볼까요?
[4:13-4:17] S?: >> 응
[4:14-4:18] S?: >> 수입이 많이 넣으셨겠어요. 그죠? 아
[4:17-4:21] S?: 죄송합니다. 드시는데","[4:49-4:55] S?: 지금 유럽에서
[4:52-4:56] S?: 케파이 프랑스 대학세들이 정말 환호를
[4:55-4:57] S?: 엄청나게 해요.
[4:56-5:00] S?: >> 아 진짜요?
[4:57-5:02] S?: >> 이제는 가셔야지. 인산말 정도 할 줄
[5:00-5:04] S?: 알아야지. 근데 정일령이랑 이렇게
[5:02-5:04] S?: 2년이 닿는데 불러 한두 마디 할 줄
[5:04-5:07] S?: 알아야죠.
[5:04-5:09] S?: >> 그것도 이제 눈만 맞으며 몽지"
"C_510cbfc1c2b8bb","68.0","빨간 펜으로 이름을 쓰면 불길하다는 속설을 두고, 한 출연자가 색의 원리와 노시보 효과를 들어 인과관계가 없다고 설명한다.","[2:42-2:46] S5: 힐링 토크 쇼 딱대
[2:49-2:55] S2: 오 너무 무서워. 벌써 속소리 있잖아요. 빨간 팬으로 이름 적으면 죽는다. 깨름찍하잖아요. 원하시면 스토 파세요.
[2:55-2:58] S3: 아 전혀 괜찮습니다. 네 이 인과관계가 전혀 없기 때문에
[2:58-3:00] S2: 이거 봐 뚝뚝 떨어져.
[3:00-3:01] S3: 이거는 액체니까
[3:01-3:02] S2: 얼마든지 말씀
[3:03-3:05] S2: 상하에는 괴도님 모릅니다. 모릅니다. 오늘
[3:05-3:10] S3: 단순히 빨간 빛의 파장만을 반사하는 물질인 겁니다.
[3:14-3:16] S2: 안녕하세요. 어 괜찮아요. 얼마든지
[3:16-3:22] S3: 가 그냥 계속 계속 가세요. 빨간색이라는 거 자체가 우리 몸에 흐르고 있는 피와 해목을
[3:22-3:24] S2: 괜찮으신가요
[3:24-3:33] S3: 이게 또 우리나라 동양 쪽에만 있어요. 이게 아마 제가 알기로 노시보 효과라고 보 플라시보 효과 아시죠 네 노시보 효과는 반대로
[3:33-3:36] S3: 나쁜 이야기를 들으면 그게 영향을 받아요.
[3:36-3:42] S3: 빨강 수 쓰면 안 좋다라는 걸 알고 있으면은 그것 때문에 안 좋은 일이 일어날 거라고 생각을 하는 거죠. 필기를 한다라는 거는 인류에게 큰 의미가 있죠.
[3:46-3:51] S2: 언들 꽉 빨간 팬으로 썼다. 그래도","[2:28-2:35] S3: 그러니까 이런 거 자체가 굉장히 비과학적인 거죠. 사실은 형 저는 목이 안 말라서 그렇습니다.
[2:35-2:38] S2: 아 그러면 일단 비형은 화를 잘 낸다. 이것도 그냥 속설일 뿐이다.
[2:38-2:42] S3: 그럼요. 이런 거를 치유하는 것도 과학입니다. 아프리카 쪽은 오염이 굉장히 많고 우리나라는
[2:42-2:46] S5: 힐링 토크 쇼 딱대","[3:55-4:03] S3: 빨간색의 피를 연상시키기 때문에 불길하다라고 할 수 있지 않습니까 그런데 이 투구에 같은 경우는 푸른색 피를 흘립니다.
[4:03-4:13] S3: 혈액이 전달하는 과정에서 전달 물질을 구리 기반으로 전달을 하기 때문에 구리는 푸른색을 띕니다. 그러면 사실 투구해야 될 세상에서는 파란 글씨가"
"C_519202486aef76","14.0","일본 거리에서 만난 소녀들이 출연자를 유튜버로 알아보자, 출연자가 자신의 채널을 검색하고 구독해달라고 즉석에서 부탁한다.","[4:59.2-5:00] S1: 유튜바?
[5:00-5:01.2] S2: 유튜버 유튜버
[5:02.3-5:06.8] S2: 서치? 서치 마이 채널 어 구독 어 이츠
[5:07.1-5:08.6] S1: 대박이잖아!
[5:08.7-5:10.8] S2: 어 와아아우
[5:11-5:12.1] S2: 오께 오께 오께
[5:12.1-5:12.8] S1: 오케이
[5:12.8-5:13.8] S2: subscribe","[4:42-4:45] [박수]","[5:09-5:17] [박수]
[5:18-5:23] 내가 이제 아동복을 팔러 가는데
[5:21-5:26] 어떻게 하면 엄마들을 공략할 수
[5:23-5:26] 있는지
[5:26-5:33] [박수]"
"C_5650522e7238b1","33.0","서점에서 드라마 같은 우연한 만남을 만들려던 남성들이 일부러 부딪히는 작전을 실행하지만, 상대의 날카로운 반응에 계획이 실패한다.","[4:38-4:52] S1: 나 지금 우리가 위치가 안 좋은 것 같거든 저기 문학 쪽으로 가보자. 그런데 고딩들이 졸로 많다. 야 아니면 우리가 상황을 만들자. 어떻게 해 그 드라마 같은 데서 보면은 마주 편에서 오다가 딱 해서 이렇게 떨어져서 주워주는 거 있잖아. 손 살짝 닫고 어 좋다. 좋다. 그러다가 이제 갑자기 식사라도 대접해 드릴까요?
[4:52-4:55] S4: 나이다. 나이스 야 온다 온다 온다. 준비 준비 내가 내가 갈게. 내가 민접해 민접해 오 뭐야 뭐야? 야 온다 온다 온다 온다 온다.
[5:07-5:10] S6: 와 눈을 어다 달고 다니는 거야
[5:10-5:15] S4: 너는 집고 다녀 식이 놀래 시기 넌 여기 다녔어요? 여기 여기 야 못 들었어 못 들었어
[5:15-5:16] S1: 아 들었으면 100번.","[4:25-4:32] S4: 야 야 근데 다시 돌아올 수도 있어. 근데 너 오늘 수학 뭐야? 나는 오늘 이거 다이렉트 명함 하나 다이렉트 번호야 나 근데 바로 연락 안 할 거야? 아니 그거 빨리 하는 게 나아. 근데 뭐 오늘 수학 보고 바로 연락하기가 조금 내가 너무 가벼워 보이잖아. 오 여유 아 근데 여기 여자가 없어
[4:38-4:52] S1: 나 지금 우리가 위치가 안 좋은 것 같거든 저기 문학 쪽으로 가보자. 그런데 고딩들이 졸로 많다. 야 아니면 우리가 상황을 만들자. 어떻게 해 그 드라마 같은 데서 보면은 마주 편에서 오다가 딱 해서 이렇게 떨어져서 주워주는 거 있잖아. 손 살짝 닫고 어 좋다. 좋다. 그러다가 이제 갑자기 식사라도 대접해 드릴까요?","[5:15-5:16] S1: 아 들었으면 100번.
[5:16-5:24] S4: 야 그런데 저 분 여행 책 잔뜩 들고 있어서 만약에 사귀어도 100일 200일 기념일 때마다 여행 가야 해서 졸라. 피곤했을 수도 있어. 피곤해. 피곤해. 야. 그런데 여기서 여성으로 저 분 한 분
[5:24-5:33] S1: 찐막 찐막 찐막 맨트 뭐라고 하지? 야 이거 어때? 뭐 뭐 그거 알아요? 너무 예쁜 사람을 보면 기억을 잃는대요. 그리고 그리고 그거 알아요 너무 예쁜 사람을 보면 기억을 잃는데요 게 야 진짜 기억 잃은 사람 같아. 나 지금 기억 잠깐."
"C_5e40d4cd1b96d9","47.0","카이스트 학생에게 과학고 성적과 조기 입학 경로를 묻던 진행자가 공부를 오래 할 수 있어 좋다는 답을 듣고 다른 세상 같다며 놀란다.","[18:44-18:49] S1: 그래는 포항 공대 학생들 보고 있어요. 너는 전교 1등이었어.
[18:49-18:52] S2: 과학고라서 과학고 내에서도 경쟁이 있다 보니까 1등을 못 하고
[18:52-18:55] S1: 그럼 과학과에서 1등 하는 사람은 어디?
[18:55-18:57] S2: 여기도 많아 여기 아니면 서울대가
[18:57-19:00] S1: 그럼 과학고에서 학점 잘 안 나온 친구들은 어디로?
[19:00-19:04] S2: 우리 학교는 보통 연세대나 고려대 학교
[19:04-19:13] S1: 야. 다른 세상에 이건 말이 안 통해. 조기 졸업하는 사람들 있잖아. 영재들 막 있어. 여기에도 내가 조기 졸업
[19:13-19:19] S1: 너 몇 살이야? 여기 몇 살에 들어왔는데? 열 아홉 살 열 아홉 살에 카스트 왔어.
[19:21-19:26] S1: 근데 조기 졸업하면 좋은 점이 뭔데? 조기 졸업했다고 술을 먼저 1년 일찍 먹을 수도 없고
[19:26-19:31] S2: 그렇지. 일단 일찍 들어왔으니까 오래 공부를 할 수 있다는 약간 안정감.
[19:31-19:41] S1: 근데 공부가 하고 싶어 오랫동안 아니 아까 전에 카 과장님이 점수가 이 점 칠을 넘으면은 장학생이래.","[18:26-18:34] S2: 나는 원래 항공과를 가고 싶었는데 전국에 항공과가 있는 대학이 8 군데밖에 안 돼요. 사이트가 명실상부 전국에서 1등 대학입니다.
[18:34-18:35] S1: 근데 대학교의 1등은 서울대 아니야
[18:35-18:44] S2: 공대 1등은 타이트야. 그치 그치 파이트가 아마 세계 공대 순위 한 2 4위 포항 공대 아 이을 때가 안 돼. 그렇게
[18:44-18:49] S1: 그래는 포항 공대 학생들 보고 있어요. 너는 전교 1등이었어.","[19:31-19:41] S1: 근데 공부가 하고 싶어 오랫동안 아니 아까 전에 카 과장님이 점수가 이 점 칠을 넘으면은 장학생이래.
[19:41-19:42] S2: 거의 대부분의 학생이 4
[19:42-19:44] S1: 10% 장학금이야.
[19:44-19:47] S2: 10% 잡았다. 한 달에 운돈이죠 14만 원씩.
[19:47-19:54] S1: 그럼 카이스트는 뭐 먹고 싶어? 그럼 지금 어디 살 희망관이라고? 기숙사"
"C_6151485ea53157","60.219","선배 배우들이 키스신은 가짜 같거나 과해 보이면 안 된다고 조언한 뒤, 후배들 앞에서 카메라 각도까지 맞추며 직접 시범 연기를 한다.","[2:59-3:05] S?: 키스 어 신 그럼 내가 팁을 좀 줄게
[3:03-3:08] S?: 키스 신에서 중요한 건 렌즈에 담긴
[3:05-3:10] S?: 모습이야 가짜처럼 보이면 안 되고
[3:08-3:12] S?: 과해 더러워 보이면 안 돼 정아야
[3:10-3:15] S?: 그냥 우리가 한번 보여줄까 어 여기서
[3:12-3:18] S?: 짐 해보자고 후배들 앞에서 응 이래나
[3:15-3:19] S?: 저래나 민망하게 마찬가지야 그래 뭐
[3:18-3:22] S?: 연기니까
[3:19-3:25] S?: 쿨하게 그럼 윤진이가 촬영 좀
[3:22-3:27] S?: 도와줄래 아 예 일어나 일어나 일어나
[3:25-3:28] S?: 카페 신이니까 앉아서
[3:27-3:31] S?: [음악]
[3:28-3:34] S?: 해보자 왼쪽 얼굴이 더 잘 나오는데
[3:31-3:34] S?: 자리 바꾸자 어
[3:34-3:39] S?: 그래 어 내가 일단 이렇게 왼쪽으로
[3:37-3:42] S?: 들어갈게 응 그리고 나 얼굴 작아
[3:39-3:45] S?: 보이게 손으로 싹 가려줘 응 신어
[3:42-3:49] S?: 줄래네 레디
[3:45-3:49] S?: 액션 쿨하게
[3:52-3:59] S?: 괜찮아
[3:55-4:03] S?: 괜찮아 아이씨 안 괜찮아
[3:59-4:03] S?: [음악]","[2:41-2:48] S?: 대데
[2:44-2:48] S?: 찌 찍 오
[2:48-2:55] S?: 야데어야 선배님이 하니까 바로 돼
[2:52-2:57] S?: 어어 됐네 아 이거 선배님들이 완전
[2:55-2:59] S?: 유리한 거 아니에요 그럼 어떻게 다시
[2:57-3:03] S?: 아 아니 아니 아니 우리도 해보자
[2:59-3:05] S?: 키스 어 신 그럼 내가 팁을 좀 줄게","[4:04-4:09] S?: 어 오케이 야 확인 한번 해 보자로
[4:07-4:13] S?: 와봐 야 끝내는 타이밍 너무 빠른 거
[4:09-4:17] S?: 아니야 아이 정도 되지 봐봐 오
[4:13-4:19] S?: 노네가 보기엔 어때 어 저는 전 잘
[4:17-4:22] S?: 모르겠어요 두분이 각도가 좀 안 맞는"
"C_6d1508f47e83f3","33.0","버스 정류장에서 만난 대학생이 카이를 알아보지 못하다가 엑소 멤버라는 설명을 듣고, 최근 전역 기사와 노래를 언급하며 뒤늦게 반응한다.","[3:48-3:50] S1: 어 네 대학생이요 어느 대학교 학생?
[3:50-3:53] S5: 저 국민대학교 학생
[3:53-3:56] S1: 저도 국민대 가요. 오늘
[3:56-3:58] S5: 연예인이세요?
[3:58-4:04] S1: 유튜버에요 유튜버 유튜버 유튜버 유튜버 카이라고
[4:04-4:05] S5: 엑스로요
[4:05-4:11] S1: 엑소 카이즈요 맞아요 맞아요 아 진짜요? 진짜
[4:11-4:15] S5: 잘 몰라가지고 근데 저녁 최근에 하시지 않았어요?
[4:15-4:24] S1: 맞아요. 기사에서 본 것 같아서 사실 잘 하는데 제가 또 로버도 사실 좋아해요. 뭐야 갑자기 갑자기 뭐 어떻게 된 거야? 국민의 어느","[3:30-3:36] S1: 입안에서 터지는 탄산 러시 러시 이제 방학입니다.
[3:38-3:48] S1: 대학교도 방학 숙제 있어요 일기 쓰고 탐구 생활하고 나 밖에 대학생일까? 학생이세요?
[3:48-3:50] S1: 어 네 대학생이요 어느 대학교 학생?","[4:15-4:24] S1: 맞아요. 기사에서 본 것 같아서 사실 잘 하는데 제가 또 로버도 사실 좋아해요. 뭐야 갑자기 갑자기 뭐 어떻게 된 거야? 국민의 어느
[4:24-4:27] S5: 저는 건설 시스템 공학부
[4:27-4:28] S1: 국민들 어때요? 좋아요
[4:28-4:30] S5: 네 저는 만족하는데 이제
[4:30-4:31] S1: 어떤 게 제일 만족스러워요?
[4:31-4:34] S5: 옆에 산이 있어서 산 산이 거든요
[4:34-4:42] S1: 맞나? 북한산? 네 북한산 있는데 맞나? 저 발레가 가거든요 아 진짜요? 네 발레 배워본 적"
"C_6d29fcb898db1b","23.0","한국인 진상 손님에게 대응하는 짧은 표현으로 '너 뭐 돼?'를 가르치고, 눈썹과 말투까지 따라 하게 한 뒤 문제가 생기면 대신 혼내주겠다고 약속한다.","[21:02-21:08] S2: 한국 손님이 와서 진상 짓을 할 때 쓸 수 있는 말을 알려드릴게요. 짧아요. 너 뭐
[21:11-21:20] S2: 따라 해 봐 너 너 뭐 뭐 돼 됐대 돼 이렇게 눈썹 올리면서 너 뭐 돼 대장 똑같지 너 뭐
[21:20-21:34] S2: 너 뭐 해 이거에요 이거에요 만약에 누가 괴롭히면은 저한테 얘기해 주세요. 제가 다 혼내드리겠습니다. 너 뭐 해 어 좋아요. 오늘 이렇게 같이","[20:40-20:48] S2: 아 요건 좀 아니에요 이건 이건 좀 아니에요 여기에는 그러면은 한국 손님들도 많이 오세요
[20:49-20:56] S2: 진상 손님 없어요 진상 손님 막 갑자기 막 이러고 막 이런 손님은 없어요.","[21:20-21:34] S2: 너 뭐 해 이거에요 이거에요 만약에 누가 괴롭히면은 저한테 얘기해 주세요. 제가 다 혼내드리겠습니다. 너 뭐 해 어 좋아요. 오늘 이렇게 같이
[21:34-21:38] S2: 식사를 하고 이렇게 하고 끝이에요. 그냥 내일 일하러 오시는 거죠
[21:38-21:47] S2: 어디서요 여기 둘이야 여기요 제가 오늘 이제 구독자 분한테 선물을 드리는 겸 저의 이제 내일은 사수님이시네요. 그러면 아 선배님 잘 부탁드립니다."
