"candidate_id","duration_sec","source_vpick_scene_description","short_candidate_description","chars_no_space","generation_method"
"C_39e9ad74b67fff","59.0","학식 정보 인터뷰 삼육대학교 학생들에게 비건 학식에 대해 질문하며 인터뷰를 진행하는 장면입니다.","진행자가 학생들에게 비건 학식의 실태를 묻다가 한 학생과 학과 이야기를 나누고, 학생의 뜻밖의 자퇴 농담에 당황한다.","50","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_3b4ab99fff5f32","67.0","손님 응대 교육 및 실습 브랜드 컨셉인 형용사 표현법을 배우며 선배에게 시범을 요청하는 유쾌한 상황이다.","매장 직원들이 색감을 설명하는 형용사를 표정과 자세로 표현해보며, 이해하기 어려운 단어를 선배에게 직접 시범 보이라고 떠넘긴다.","56","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_3eb40628d9953e","45.0","가루의 일상과 마인드 차 안과 거리에서 가루 패션의 두 여성이 가루의 생활 방식과 일, 퀸의 마인드에 대해 유쾌하게 대화합니다.","두 여성이 일본 갸루의 일하는 방식과 말투를 흉내 내고, 힘들거나 손해 보지 않으려면 자신감 있는 태도가 필요하다고 이야기한다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_4168d190df4080","54.16","소매치기 대처법 소매치기 사례와 경고 현지인처럼 보이는 법 프랑스 소매치기의 위험성과 그들이 보통 조직적으로 움직이기 때문에 혼자서 대응하는 것은 불가능하다고 조언합니다. 소매치기를 쫓아갔다가 칼을 보고 위험했던 유학생의 사례를 통해 소매치기 대응의 위험성을 경고합니다. 관광객으로 보이지 않기 위해 고개를 숙이고 다니며, 누군가 말을 걸 때 인상을 쓰는 현지인식 태도를 배웁니다.","프랑스 소매치기가 여러 명이 함께 움직인다는 설명에 출연자가 곰과도 싸웠다고 자신감을 보이지만, 칼을 든 범인을 쫓은 사례를 듣고 위험성을 확인한다.","64","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_4479c41b6aa80d","77.856","지휘 체험과 소감 교복을 입은 두 여학생이 강당에서 지휘를 시도해보고 소감을 나누며 복도를 걷는 장면이다.","강당에서 한 사람이 지휘를 맡고 다른 사람이 노래하기로 즉석에서 역할을 나눈 뒤, 어색한 준비 끝에 실제 지휘와 노래를 시작한다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_4ef5f86240b3b8","33.161","특강과 경제적 동기 유럽 내 K-팝 인기 특강료를 듣고 열정적으로 일하게 된 계기를 솔직하게 밝히며, 프랑스 음식에 대한 두려움과 호기심을 드러냅니다. 유럽 대학생들 사이에서 K-팝이 큰 인기를 끌고 있다는 사실을 확인하며, 앞으로의 활동에 대한 기대감을 나눕니다.","부산 특강 제안을 받은 출연자가 처음에는 거리를 걱정했지만, 특강료를 듣자 독도라도 헤엄쳐 가겠다고 태도를 바꾼다.","50","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_510cbfc1c2b8bb","68.0","비과학적 속설 논쟁 빨간 펜 괴담의 과학적 해석 빨간 펜의 과학 혈액형과 띠에 관한 비과학적인 속설에 대해 30대 남성들이 유쾌하게 토론하는 장면입니다. 빨간 펜으로 이름을 쓰면 죽는다는 괴담을 노시보 효과와 과학적 원리로 설명하며 대화하는 두 남자의 모습 빨간색이 불길하다는 미신을 투구게의 푸른 피 사례와 연결하여 과학적으로 설명하는 대화 장면입니다.","빨간 펜으로 이름을 쓰면 불길하다는 속설을 두고, 한 출연자가 색의 원리와 노시보 효과를 들어 인과관계가 없다고 설명한다.","52","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_519202486aef76","14.0","일본 소녀들과의 만남 일본 지하철역 근처에서 즐거워하는 소녀들과 대화를 나누고 아동복 매장으로 향합니다.","일본 거리에서 만난 소녀들이 출연자를 유튜버로 알아보자, 출연자가 자신의 채널을 검색하고 구독해달라고 즉석에서 부탁한다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_5650522e7238b1","33.0","서점에서의 작전 모의 서점에서의 충돌 작업 멘트 공유 서점에서 두 남자가 드라마 같은 만남을 연출하기 위해 구체적인 계획을 세우며 기회를 엿보는 장면입니다. 서점에서 부딪힌 남녀가 서로에게 불쾌감을 드러내며 짜증 섞인 대화를 나눕니다. 서점에서 두 남성이 연애와 관련된 농담을 주고받으며 즐겁게 대화하는 장면이다.","서점에서 드라마 같은 우연한 만남을 만들려던 남성들이 일부러 부딪히는 작전을 실행하지만, 상대의 날카로운 반응에 계획이 실패한다.","57","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_5e40d4cd1b96d9","47.0","카이스트 생활 대화 학생식당에서 카이스트 학생과 입학 경로, 조기 졸업의 장점, 장학금 및 기숙사 생활 등 학교 생활 전반에 대해 이야기를 나눕니다.","카이스트 학생에게 과학고 성적과 조기 입학 경로를 묻던 진행자가 공부를 오래 할 수 있어 좋다는 답을 듣고 다른 세상 같다며 놀란다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_6151485ea53157","60.219","선배들의 시범 연기 카페 키스신 촬영 시범 키스신 연기 팁을 알려주기 위해 선배들이 직접 후배들 앞에서 시범을 보이기로 합니다. 선배들이 카페 배경의 키스신을 연기하며 카메라 앵글과 각도를 확인합니다.","선배 배우들이 키스신은 가짜 같거나 과해 보이면 안 된다고 조언한 뒤, 후배들 앞에서 카메라 각도까지 맞추며 직접 시범 연기를 한다.","55","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_6d1508f47e83f3","33.0","국민대생과의 대화 버스 정류장에서 만난 대학생과 카이가 대학교 생활과 발레에 대해 유쾌하게 대화를 나눕니다.","버스 정류장에서 만난 대학생이 카이를 알아보지 못하다가 엑소 멤버라는 설명을 듣고, 최근 전역 기사와 노래를 언급하며 뒤늦게 반응한다.","58","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_6d29fcb898db1b","23.0","진상 손님 대처법 진상 손님 대처 꿀팁 남성이 여성에게 감자전을 권하며 식당을 방문하는 한국인 진상 손님에 대한 대처법을 설명합니다. 20대 남성이 식당에서 20대 여성에게 진상 손님에게 대응하는 방법을 가르쳐주며 대화를 나눕니다.","한국인 진상 손님에게 대응하는 짧은 표현으로 '너 뭐 돼?'를 가르치고, 눈썹과 말투까지 따라 하게 한 뒤 문제가 생기면 대신 혼내주겠다고 약속한다.","63","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_6dcfd006a3b838","58.24","두피 마사지의 효과와 방법 토닉 제품의 제형 고민 두피 마사지가 모발 건강에 미치는 긍정적인 영향을 확인하고, 두개골과 두피를 분리하는 올바른 마사지 방법을 배웁니다. 흐르지 않는 스프레이 형태의 토닉 제품을 개발할 때 발생하는 떡짐 현상과 제형의 쫀쫀함 사이의 딜레마를 논의합니다.","전문가가 두피와 두개골이 움직이도록 마사지하는 법을 알려주자 주변 사람들이 따라 하고, 출연자는 갑자기 가발인지 묻는 농담을 던진다.","58","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_71fff5aa4444f6","64.0","반가운 하객 맞이 신부 대기실의 대화 신부 대기실 기념 촬영 신부 대기실의 하객들 결혼식 접수처에서 하객들에게 식권을 배부하며 오랜만에 만난 지인들과 반갑게 인사를 나누는 장면입니다. 결혼식 날 신부 대기실에서 신부와 친구들이 모여 외모 칭찬과 피부 관리 비법에 대해 즐겁게 대화하는 장면입니다. 신부 대기실에서 신부와 친구들이 사진작가의 지시에 맞춰 즐겁게 기념사진을 촬영하는 장면입니다. 신부 대기실에서 지인들과 사진을 찍고 택배 기사와 배송 관련 대화를 나누는 모습이다.","신부 대기실을 찾은 친구들이 드레스와 피부를 칭찬하며 관리 비법을 묻다가, 사진작가의 안내에 맞춰 함께 기념사진을 촬영한다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_752c5a1a81ff94","69.0","과제 폭탄과 수업 시작 창작 과제에 대한 고충을 나누던 중 교수가 등장하여 삼행시와 함께 추가 과제를 공지하며 수업을 시작합니다.","학생들이 창작 과제가 너무 많다고 불평하며 교수에게 줄여달라고 부탁하지만, 교수는 즉석 삼행시로 오늘 과제를 하나 더 내겠다고 답한다.","58","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_848f271df1072b","56.0","치어리더 등 번호 퀴즈 정답 수정 및 확인 보너스 퀴즈의 시작 진행자가 치어리더 이다혜의 영상을 보여준 뒤, 출연자에게 그녀의 유니폼 등 번호를 묻는 퀴즈를 냅니다. 출연자가 퀴즈 정답을 24번으로 수정한 후, 진행자가 정답 확인을 위해 화면을 가리킵니다. 눈이 침침하다는 출연자에게 결혼 전 교제 인원을 묻는 보너스 퀴즈를 제시합니다.","출연자가 치어리더의 유니폼 등 번호를 12번에서 24번으로 고쳐 답하지만, 다시 확인한 화면에서 정답이 21번으로 드러난다.","55","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_86ec19dffd0205","42.441","웃음 랩 도전 엉덩이 웃음 댄스 출연자들이 웃음을 소재로 한 랩을 선보이며 봉숭아 학당의 행복한 분위기를 이어갑니다. 우울할 때 엉덩이를 활용해 웃음을 찾는 댄스 동작을 배우며 즐거운 시간을 보냅니다.","출연자들이 웃음을 주제로 즉석 랩을 요청받아 '봉숭아 학당 웃음 만땅'이라는 가사를 이어가며 무대를 마무리한다.","49","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_87c2f9c2d22522","52.0","여주인공 오디션 제안 연애 공개에 대한 이야기 출연진이 즉석에서 로맨틱한 상황을 가정하여 여주인공 오디션을 진행하기로 합니다. 출연자가 연인과의 관계를 숨기지 않고 자연스럽게 공개했던 이유에 대해 설명합니다.","두 배우가 7년 연애를 끝내는 이별 장면을 연기하고, 차갑게 떠나라는 말에도 상대가 웃으며 가지 말라고 붙잡는다.","48","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_88efb28987c87c","106.0","솔직한 연인의 대화 솔직함의 한계 한강 배경의 스튜디오에서 남녀가 서로의 외모와 이별에 대해 거침없고 솔직한 대화를 나누는 장면입니다. 서로에게 지나치게 솔직하다며 유통기한 지난 주스를 주고, 지인 소개를 거부하는 연인의 대화 장면입니다.","연인이 서로의 외모와 음식, 가족과 친구 소개 문제까지 지나치게 솔직하게 말하며 상처를 주고받다가 왜 만나는지 따져 묻는다.","53","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_8bcb45246410f1","44.72","하수지 입주 규약 설명 층간 소음 갈등 안경을 쓴 여성이 새로 입주한 남성에게 하수지의 엄격하고 상세한 생활 규약들을 설명하며 주의를 줍니다. 밤늦게 영상을 보며 크게 웃는 소리에 대해 주의를 주는 남성과 이에 대답하는 여성이 대화를 나누는 장면입니다.","새 입주자에게 세세한 생활 규칙을 설명하던 고시원 사람들이 웃음과 울음 소리까지 제한하고, 장기 수험 기간을 잘못 말해 다시 사과한다.","57","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_8c5c28ef7a8d25","56.361","성수동 거리 산책과 수다 성수동 거리를 걷는 두 여성이 닮은꼴 연예인 이야기를 하며 유쾌하게 웃고 떠듭니다.","친구가 배우 고윤정을 닮았다는 말을 듣고 사진을 배경화면으로 해뒀다고 놀리자, 당사자는 원래 팬이었을 뿐이라며 계속 부인한다.","55","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_8f62a6194404c2","14.0","고기 지방 제거 교육 바비큐 가게에서 30대 남성이 40대 남성에게 브리스킷의 지방을 제거하는 법을 교육하며 부상 위험에 대해 경고합니다.","브리스킷 지방을 손질하던 출연자가 칼 사고 사례를 묻고, 손을 관통한 적이 있다는 설명자의 답에 그 사고 당사자였음을 뒤늦게 알아챈다.","57","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_95b3f76511987c","57.28","족발 시식과 실수 족발 이름의 유래 부장님의 지식 자랑 족발이 나오고 일행이 식사를 시작하며, 부장님이 족발을 떨어뜨리는 등 작은 소동이 일어납니다. 식사 도중 누군가 족발이라는 이름의 유래에 대해 질문합니다. 부장님이 족발의 어원을 설명해주고, 직원들은 앞치마를 영어로 말하려다 실패합니다.","식사 중 족발이라는 이름의 유래를 묻자 부장이 한자와 순우리말이 결합한 표현이라고 설명하고, 직원들은 알아듣지 못한 채 감탄한다.","56","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_9da417f1ef3561","58.021","탈출 경로 논의 도주 경로 논의 탈출 계획 설명 검은 모자를 쓴 남성이 비니를 쓴 남성에게 개구멍을 통한 구체적인 탈출 경로를 긴박하게 설명합니다. 어두운 밤, 두 남성이 삼성역 인근의 경찰서 위치를 언급하며 위험한 도주 경로에 대해 심각하게 논의하는 장면입니다. 검은색 모자를 쓴 남성이 어두운 곳에서 상대에게 잡혔을 때의 행동 요령과 헬기를 이용한 탈출 계획을 진지하게 설명합니다.","두 사람이 개구멍과 여러 경찰서를 지나 헬기를 타는 비현실적인 탈출 경로를 진지하게 짜고, 붙잡히면 초등학생인 척하자는 방법까지 보탠다.","59","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_9dec2b4bead825","61.0","아침의 다툼 칫솔 논쟁과 잔소리 펜션에서의 말다툼 흰색 티셔츠 남자가 어제 일을 불평하며 상대를 깨우고, 얼굴에 낙서된 남자는 냄새와 칫솔 문제로 화를 냅니다. 녹색 티셔츠를 입은 남성이 칫솔 오용을 따지며 분리수거와 장보기 비용에 대한 잔소리를 늘어놓는 장면입니다. 보일러 고장과 비용 정산 문제로 서로를 탓하며 티격태격하는 두 남자의 모습입니다.","펜션에서 함께 지낸 남자들이 칫솔을 잘못 쓴 일부터 분리수거, 장보기 비용, 보일러 고장까지 서로의 잘못을 연달아 따진다.","52","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_a4b87cdb250646","24.0","발표 복장과 농담 발성법 강의와 실습 제안 대학교 강당에서 발표 복장에 대해 이야기하며 즐거운 분위기를 연출하는 장면이다. 50대 남성 교수가 발성 기관의 활용과 중요성에 대해 설명한 뒤, 학생들에게 첫 번째 실습을 제안하는 장면입니다.","강의실에 들어온 교수가 학생들을 둘러보며 아직 꽃이 피지 않았다고 말하자, 한 학생이 교수님이 꽃이라 그렇다고 받아친다.","52","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_b0e29ac062bee8","42.0","갸루 마인드 교육 갸루 스타일의 두 여성이 거리에서 갸루 특유의 태도와 말투를 연습하며 교육하는 장면입니다.","갸루 스타일의 기본은 부끄러움을 버리는 것이라며 걷는 자세와 태도를 가르치고, 예쁘게 입으려면 추위도 견뎌야 한다고 강조한다.","55","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_baa3092bf3740e","46.952","친근한 근육 농담 초록색 니트와 회색 후드티를 입은 두 남성이 서로의 근육에 대해 농담을 하며 즐겁게 대화하는 장면입니다.","한 남성이 형의 어깨를 주무르며 삼각근이 단단하다고 호들갑을 떨고, 형은 특수폭행이라며 힘을 과장해 경고한다.","48","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_bd265b157d0146","48.0","나이 농담과 복장 지적 선후임 관계 확인 사진 감상과 지시 행정관이 나이로 농담을 주고받은 후 병사의 전투화 상태를 엄하게 지적하는 상황이다. 보급관이 생활관에서 병사들의 관계를 확인하자, 선임이 오히려 후임에게 당하고 있다며 하소연합니다. 생활관에서 상급자가 병사의 과거 사진을 보며 칭찬하고 건빵을 먹으라고 지시하는 모습이다.","행정관이 병사의 전투화 상태를 지적한 뒤 생활관 내 괴롭힘을 확인하자, 선임이 오히려 후임에게 당하고 있다고 에둘러 하소연한다.","55","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_bdb61bcc855d1b","17.0","요리 전 준비 과정 20대 남성이 요리 시작 전 위생을 강조하며 새로 준비된 프라이팬의 성능을 확인하고 조리를 준비합니다.","출연자가 통주물 프라이팬의 열전도율을 시험하며 라면 물을 빨리 끓일 때 유용하다고 설명하다가, 예상보다 뜨거운 팬에 놀란다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_c0b26784941e91","27.0","첫 손님 응대 달달한 분위기의 제조 방탈출을 하러 온 손님들에게 메뉴를 추천하고 대화를 나누며 주문을 받습니다. 손님들을 위해 정성껏 메뉴를 제조하며 가게의 분위기를 화기애애하게 만듭니다.","가게 직원이 방탈출을 하러 온 남녀 손님을 연인으로 단정하고 고백 시점과 한 숟가락을 함께 쓸 사이인지 거침없이 묻는다.","50","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_c1fbadec73b4bb","56.0","방어회 파티 준비 음식과 함께하는 대화 배달 음식 파티 배달된 음식을 받은 뒤 거실에 모인 친구들이 방어회를 먹기 위해 사진을 찍으며 식사 준비를 하는 모습이다. 거실에서 여성들이 배달 음식을 보며 즐겁게 대화하고 식사를 준비하는 모습이다. 배달된 회와 떡볶이 등 다양한 음식을 보며 감탄하고, 먹기 위해 세팅하며 즐거워하는 장면입니다.","친구들이 배달된 방어회와 여러 음식을 당장 먹고 싶어 하지만, 한 사람은 모두 세팅해 사진부터 찍어야 한다며 계속 제지한다.","52","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_c3f86bdf30fa21","16.682","고부 갈등 해결법에 대한 조언 어머니의 성향 이해하기 결혼한 출연자가 어머니와 아내 사이의 갈등을 어떻게 관리해야 할지 조언을 구하자, 상대방은 농담 섞인 해결책을 제시합니다. 어머니의 직설적인 화법 때문에 발생하는 오해를 아내에게 어떻게 설명하고 중재하는지 자신의 경험을 공유합니다.","고부 갈등에서 어떤 태도를 취해야 할지 묻자, 한 출연자가 두 사람을 링에 올려 UFC로 승부를 내면 다시 싸우지 않을 거라고 농담한다.","56","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_c42679c7b946fc","38.08","입원 기간과 제주도 여행 파티 계획과 식사 질문 병실에서 입원 기간에 대해 대화하며 제주도 여행과 선물에 대해 이야기하는 장면입니다. 환자복을 입은 여성이 남성과 저녁 파티 계획에 대해 이야기하며 대화를 나눕니다.","입원한 친구를 두고 제주도 여행 계획을 세운 일행이 숙소와 파티를 묻고, 환자는 자신이 병원에 있을 때 놀러 간다며 황당해한다.","53","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_d0ff00317e20b0","58.76","한일 패션 차이 스타일 과함 논쟁 20대 여성 두 명이 앉아 한국인과 일본인의 패션 및 헤어 스타일 차이에 대해 이야기합니다. 창가에 나란히 앉은 두 여성이 서로의 의상과 헤어스타일이 너무 과한지 유쾌하게 대화합니다.","두 여성이 한국과 일본에서 선호하는 옷 색과 머리 스타일의 차이를 비교하고, 화려한 올림머리는 불꽃축제에 어울린다고 이야기한다.","56","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_d1155bf44e11df","37.841","경기 종료 및 인터뷰 경기 결과와 기사 분석 탁구 데뷔전의 마무리 이선민 선수의 승리로 경기가 마무리되고, 중계진이 인터뷰를 끝내며 소감을 전합니다. 두 남성 해설자가 탁구 경기 결과를 분석하며 대이변에 대해 이야기하고 관련 인터넷 기사 화면을 보여줍니다. 해설진이 김해준 선수의 탁구 경기 결과를 유쾌하게 분석하며, 그의 화려한 데뷔전 마무리를 중계합니다.","탁구 경기 패배를 해설하던 출연진이 '대이변'을 배변 농담으로 바꾸고, 패자를 공식 랭킹 최하위라고 선언하며 중계를 마친다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_d28e1489f145b8","43.0","업무 지시와 퇴사 언급 신입 사원 면담 연봉 협상 면담 사무실에서 상사가 직원에게 퇴사 의사를 묻고 밀린 업무 처리를 독촉하며 긴장된 분위기가 조성되는 장면입니다. 40대 여성 과장이 20대 남성 신입 사원에게 회사 생활에 대해 질문하며 면담을 진행합니다. 회의실에서 40대 여성이 20대 남성에게 연봉 협상 대상이 아님을 설명하며 동기부여를 위해 면담을 진행합니다.","입사 5개월 차 직원이 회사 생활이 재미있고 보람 있다고 답하자 과장은 재미있으면 안 된다고 끊고, 연봉 협상 대상이 아니라고 설명한다.","57","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_da0b2ff5d3f7d3","30.0","타이어 탈거 시도 정비소에서 여성이 타이어 렌치를 온 힘을 다해 누르지만 실패하자, 옆에 있던 남성이 몸무게를 실어 도와주는 장면이다.","여성이 몸무게를 실어 타이어 렌치를 눌러도 볼트가 풀리지 않자, 옆 사람이 가벼워서 그렇다며 직접 나서서 돕는다.","48","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_e2ac6ed9f42799","40.0","이등병 꺾인 막내 신병의 엉뚱한 대답 생활관 막내의 이등병 꺾임을 확인한 선임이 공포탄 파티를 제안하며 짓궂은 농담을 건네는 장면이다. 내무반에서 선임들이 신병에게 IQ를 물으며 농담과 훈육을 이어가는 장면입니다.","이등병 계급이 꺾인 막내를 두고 선임들이 공포탄 파티를 시키는 척 놀리지만, 신병은 농담을 그대로 받아들여 불출 장소를 묻는다.","54","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
"C_e4c2efd45e27dd","81.24","이동 지원금 3만 크레딧 친구 초대 이벤트와 경품 최종 혜택 정리 패스포트 가입 시 즉시 3만 크레딧을 지급하는 새로운 혜택을 공개합니다. 친구 초대 시 크레딧 지급과 1등에게 BMW M5를 제공하는 파격적인 이벤트를 발표합니다. 멤버십 무료, 3만 크레딧, 친구 초대 혜택 등 모든 혜택을 최종적으로 정리합니다.","차량 공유 서비스의 무료 멤버십과 3만 크레딧 혜택을 소개한 뒤, 친구를 가장 많이 초대한 사람에게 BMW를 제공한다는 이벤트를 공개한다.","59","Codex manual synthesis from Vpick scene evidence + final transcript; label-blind"
